basis,molecule,omega,alpha,gamma,alphaMRA,gammaMRA,alphaE,gammaE,augmentation,polarization,mol_system,valence,Type,absolute_alphaE,eE
aug-cc-pVDZ,C6H6,2,68.44568709017,34.21534681221004,68.74116333333333,34.693190012004244,-0.42983887504280266,-1.3773400475103659,aug,V,First-row,D,aug-cc-pVnZ,0.42983887504280266,0.06897725815070999
aug-cc-pVTZ,C6H6,2,68.7153220117,34.577553812790896,68.74116333333333,34.693190012004244,-0.03759220877311789,-0.3333109442323894,aug,V,First-row,T,aug-cc-pVnZ,0.03759220877311789,0.016353168257694506
aug-cc-pVQZ,C6H6,2,68.73535960096667,34.676162741709376,68.74116333333333,34.693190012004244,-0.008442877724537893,-0.04907957523933751,aug,V,First-row,Q,aug-cc-pVnZ,0.008442877724537893,0.00327881278170139
aug-cc-pV5Z,C6H6,2,,,68.74116333333333,34.693190012004244,,,aug,V,First-row,5,aug-cc-pVnZ,,
aug-cc-pCVDZ,C6H6,2,68.38197768816,34.2112486995013,68.74116333333333,34.693190012004244,-0.5225190086347482,-1.389152488820399,aug,CV,First-row,D,aug-cc-pCVnZ,0.5225190086347482,0.06631547476669652
aug-cc-pCVTZ,C6H6,2,68.70797733259667,34.58003788155915,68.74116333333333,34.693190012004244,-0.04827675169787335,-0.32615083941817474,aug,CV,First-row,T,aug-cc-pCVnZ,0.04827675169787335,0.015208686706699837
aug-cc-pCVQZ,C6H6,2,68.73637820968001,34.67779000566562,68.74116333333333,34.693190012004244,-0.006961074589495859,-0.044389133237084585,aug,CV,First-row,Q,aug-cc-pCVnZ,0.006961074589495859,0.002672988486693839
d-aug-cc-pVDZ,C6H6,2,68.73421486737332,34.65528994145192,68.74116333333333,34.693190012004244,-0.010108158813539426,-0.10924354473950505,d-aug,V,First-row,D,d-aug-cc-pVnZ,0.010108158813539426,0.06812117362670733
d-aug-cc-pVTZ,C6H6,2,68.75339312377334,34.68316120310009,68.74116333333333,34.693190012004244,0.01779107284044533,-0.028907139702871412,d-aug,V,First-row,T,d-aug-cc-pVnZ,0.01779107284044533,0.01609054764671214
d-aug-cc-pVQZ,C6H6,2,68.74233618161666,34.696241755834514,68.74116333333333,34.693190012004244,0.0017061804404512402,0.008796377125348165,d-aug,V,First-row,Q,d-aug-cc-pVnZ,0.0017061804404512402,0.003174673416708629
d-aug-cc-pV5Z,C6H6,2,,,68.74116333333333,34.693190012004244,,,d-aug,V,First-row,5,d-aug-cc-pVnZ,,
d-aug-cc-pCVDZ,C6H6,2,68.67597111740999,34.6630164068123,68.74116333333333,34.693190012004244,-0.0948372310884853,-0.0869727032351515,d-aug,CV,First-row,D,d-aug-cc-pCVnZ,0.0948372310884853,0.06554240610969941
d-aug-cc-pCVTZ,C6H6,2,68.74745960553,34.68797934409508,68.74116333333333,34.693190012004244,0.009159391391345636,-0.015019281615088878,d-aug,CV,First-row,T,d-aug-cc-pCVnZ,0.009159391391345636,0.014991292532698708
d-aug-cc-pCVQZ,C6H6,2,,,68.74116333333333,34.693190012004244,,,d-aug,CV,First-row,Q,d-aug-cc-pCVnZ,,
aug-cc-pV6Z,C6H6,2,,,68.74116333333333,34.693190012004244,,,aug,V,First-row,6,aug-cc-pVnZ,,
d-aug-cc-pV6Z,C6H6,2,,,68.74116333333333,34.693190012004244,,,d-aug,V,First-row,6,d-aug-cc-pVnZ,,
aug-cc-pVDZ,CH2NH,2,22.109751778886665,11.348481048860677,22.385246666666664,11.062802187727094,-1.2306984679790545,2.582337244089122,aug,V,First-row,D,aug-cc-pVnZ,1.2306984679790545,0.029308891216246025
aug-cc-pVTZ,CH2NH,2,22.341008465976667,11.124962580845349,22.385246666666664,11.062802187727094,-0.19762212741604598,0.5618865099767818,aug,V,First-row,T,aug-cc-pVnZ,0.19762212741604598,0.007154089901234784
aug-cc-pVQZ,CH2NH,2,22.376771259876666,11.064196177965265,22.385246666666664,11.062802187727094,-0.037861574260061405,0.012600697495226338,aug,V,First-row,Q,aug-cc-pVnZ,0.037861574260061405,0.0014605363002431204
aug-cc-pV5Z,CH2NH,2,22.380694547376663,11.065163908560988,22.385246666666664,11.062802187727094,-0.020335354610047186,0.021348305735001454,aug,V,First-row,5,aug-cc-pVnZ,0.020335354610047186,0.00018683091623472592
aug-cc-pCVDZ,CH2NH,2,22.09740167618,11.353664777542027,22.385246666666664,11.062802187727094,-1.2858691922090275,2.62919452846777,aug,CV,First-row,D,aug-cc-pCVnZ,1.2858691922090275,0.028534058075237567
aug-cc-pCVTZ,CH2NH,2,22.33857405655,11.126072640480016,22.385246666666664,11.062802187727094,-0.20849718929459551,0.571920673255043,aug,CV,First-row,T,aug-cc-pCVnZ,0.20849718929459551,0.006703776529235483
aug-cc-pCVQZ,CH2NH,2,22.37687411555,11.062726353567644,22.385246666666664,11.062802187727094,-0.0374020945193879,-0.0006854878010375421,aug,CV,First-row,Q,aug-cc-pCVnZ,0.0374020945193879,0.001269476772236544
d-aug-cc-pVDZ,CH2NH,2,22.385457193216663,11.039712356121823,22.385246666666664,11.062802187727094,0.0009404700923519041,-0.208715940260471,d-aug,V,First-row,D,d-aug-cc-pVnZ,0.0009404700923519041,0.02904300138624194
d-aug-cc-pVTZ,CH2NH,2,22.39397918391,11.067991812777466,22.385246666666664,11.062802187727094,0.03901014526831865,0.0469105834336377,d-aug,V,First-row,T,d-aug-cc-pVnZ,0.03901014526831865,0.007038138487246215
d-aug-cc-pVQZ,CH2NH,2,22.38782831409,11.062277220895384,22.385246666666664,11.062802187727094,0.011532807575364356,-0.004745333260072268,d-aug,V,First-row,Q,d-aug-cc-pVnZ,0.011532807575364356,0.0014266475782420684
d-aug-cc-pV5Z,CH2NH,2,22.38617415243333,11.062085674666587,22.385246666666664,11.062802187727094,0.004143290357608112,-0.006476777296999613,d-aug,V,First-row,5,d-aug-cc-pVnZ,0.004143290357608112,0.00018377498524557723
d-aug-cc-pCVDZ,CH2NH,2,22.37294971235333,11.047327046073926,22.385246666666664,11.062802187727094,-0.05493329824078377,-0.13988446498967194,d-aug,CV,First-row,D,d-aug-cc-pCVnZ,0.05493329824078377,0.028286281554244397
d-aug-cc-pCVTZ,CH2NH,2,22.391681221966667,11.068182893565467,22.385246666666664,11.062802187727094,0.028744625403593835,0.04863782021107201,d-aug,CV,First-row,T,d-aug-cc-pCVnZ,0.028744625403593835,0.006618238207238392
d-aug-cc-pCVQZ,CH2NH,2,22.387584343053334,11.061607985643777,22.385246666666664,11.062802187727094,0.010442933336763351,-0.010794752207012598,d-aug,CV,First-row,Q,d-aug-cc-pCVnZ,0.010442933336763351,0.0012394898652416941
aug-cc-pV6Z,CH2NH,2,,,22.385246666666664,11.062802187727094,,,aug,V,First-row,6,aug-cc-pVnZ,,
d-aug-cc-pV6Z,CH2NH,2,,,22.385246666666664,11.062802187727094,,,d-aug,V,First-row,6,d-aug-cc-pVnZ,,
aug-cc-pVDZ,ClCN,2,28.73379334558,21.59506372683,29.65126,21.307815000476687,-3.0941911217938127,1.3480909532342265,aug,V,Second-row,D,aug-cc-pVnZ,3.0941911217938127,0.049034273861707334
aug-cc-pVTZ,ClCN,2,29.44731149873333,21.293648573995,29.65126,21.307815000476687,-0.6878240630134083,-0.06648465120130728,aug,V,Second-row,T,aug-cc-pVnZ,0.6878240630134083,0.012615980016676076
aug-cc-pVQZ,ClCN,2,29.58441264908667,21.242577983735,29.65126,21.307815000476687,-0.22544522867942673,-0.30616474162286217,aug,V,Second-row,Q,aug-cc-pVnZ,0.22544522867942673,0.0031398070376553733
aug-cc-pV5Z,ClCN,2,29.622764421223334,21.309382784305,29.65126,21.307815000476687,-0.09610242120121362,0.007357787873974095,aug,V,Second-row,5,aug-cc-pVnZ,0.09610242120121362,0.000602974730668393
aug-cc-pCVDZ,ClCN,2,28.75457110834,21.64025349741,29.65126,21.307815000476687,-3.0241173281000604,1.5601716878332044,aug,CV,Second-row,D,aug-cc-pCVnZ,3.0241173281000604,0.04731602171659688
aug-cc-pCVTZ,ClCN,2,29.52903677792,21.377946810105,29.65126,21.307815000476687,-0.4122024564217587,0.3291365615232984,aug,CV,Second-row,T,aug-cc-pCVnZ,0.4122024564217587,0.010130580320605986
aug-cc-pCVQZ,ClCN,2,29.64253365599667,21.3001120442,29.65126,21.307815000476687,-0.029429926429203453,-0.036150850176406304,aug,CV,Second-row,Q,aug-cc-pCVnZ,0.029429926429203453,0.0017113574816676191
d-aug-cc-pVDZ,ClCN,2,29.403751665273337,20.954639119,29.65126,21.307815000476687,-0.8347312550180465,-1.657494592799808,d-aug,V,Second-row,D,d-aug-cc-pVnZ,0.8347312550180465,0.04846921319267494
d-aug-cc-pVTZ,ClCN,2,29.552580795646666,21.19792328618,29.65126,21.307815000476687,-0.33279936283764966,-0.515734317639929,d-aug,V,Second-row,T,d-aug-cc-pVnZ,0.33279936283764966,0.012231716617634447
d-aug-cc-pVQZ,ClCN,2,29.592907692186667,21.247660152665,29.65126,21.307815000476687,-0.19679537332758618,-0.2823135446330019,d-aug,V,Second-row,Q,d-aug-cc-pVnZ,0.19679537332758618,0.003088829963644457
d-aug-cc-pV5Z,ClCN,2,29.63847386276,21.294427548465,29.65126,21.307815000476687,-0.04312173324168722,-0.06282883538921678,d-aug,V,Second-row,5,d-aug-cc-pVnZ,0.04312173324168722,0.0005924956906255829
d-aug-cc-pCVDZ,ClCN,2,29.425018177176668,20.99579890949,29.65126,21.307815000476687,-0.7630091362840329,-1.4643270132564414,d-aug,CV,Second-row,D,d-aug-cc-pCVnZ,0.7630091362840329,0.046751135267641075
d-aug-cc-pCVTZ,ClCN,2,29.635653393593334,21.282949382845,29.65126,21.307815000476687,-0.052633872579671524,-0.11669717252158468,d-aug,CV,Second-row,T,d-aug-cc-pCVnZ,0.052633872579671524,0.009912960458677844
d-aug-cc-pCVQZ,ClCN,2,29.649907680376668,21.307215194885,29.65126,21.307815000476687,-0.0045607492677644445,-0.0028149558820250316,d-aug,CV,Second-row,Q,d-aug-cc-pCVnZ,0.0045607492677644445,0.0016639860896248138
aug-cc-pV6Z,ClCN,2,,,29.65126,21.307815000476687,,,aug,V,Second-row,6,aug-cc-pVnZ,,
d-aug-cc-pV6Z,ClCN,2,,,29.65126,21.307815000476687,,,d-aug,V,Second-row,6,d-aug-cc-pVnZ,,
aug-cc-pVDZ,Mg2,2,175.68651642883333,111.82348304965288,177.37376666666668,113.69870001139768,-0.951240011159121,-1.6492861937355636,aug,V,Second-row,D,aug-cc-pVnZ,0.951240011159121,0.012632179750141859
aug-cc-pVTZ,Mg2,2,176.55812988789998,112.5656252895,177.37376666666668,113.69870001139768,-0.45984070479796735,-0.9965590827195794,aug,V,Second-row,T,aug-cc-pVnZ,0.45984070479796735,0.0025757488170938814
aug-cc-pVQZ,Mg2,2,176.7540854474,112.86016664835016,177.37376666666668,113.69870001139768,-0.349364638814504,-0.7375047937781689,aug,V,Second-row,Q,aug-cc-pVnZ,0.349364638814504,0.0008083585831286655
aug-cc-pV5Z,Mg2,2,,,177.37376666666668,113.69870001139768,,,aug,V,Second-row,5,aug-cc-pVnZ,,
aug-cc-pCVDZ,Mg2,2,176.12555272356667,112.37340120244998,177.37376666666668,113.69870001139768,-0.7037195897439241,-1.165623537309432,aug,CV,Second-row,D,aug-cc-pCVnZ,0.7037195897439241,0.012626396505140747
aug-cc-pCVTZ,Mg2,2,177.14893731243333,113.32996796784995,177.37376666666668,113.69870001139768,-0.12675456943746655,-0.3243062968272811,aug,CV,Second-row,T,aug-cc-pCVnZ,0.12675456943746655,0.002567685158112454
aug-cc-pCVQZ,Mg2,2,177.2968806998,113.53029127275012,177.37376666666668,113.69870001139768,-0.04334686482199649,-0.14811843814456518,aug,CV,Second-row,Q,aug-cc-pCVnZ,0.04334686482199649,0.0008019286611329335
d-aug-cc-pVDZ,Mg2,2,175.88626064489998,111.71279335785002,177.37376666666668,113.69870001139768,-0.8386279717237624,-1.746639718262902,d-aug,V,Second-row,D,d-aug-cc-pVnZ,0.8386279717237624,0.012603829626129937
d-aug-cc-pVTZ,Mg2,2,176.57023559443334,112.67624428435,177.37376666666668,113.69870001139768,-0.4530157347018475,-0.899267737401725,d-aug,V,Second-row,T,d-aug-cc-pVnZ,0.4530157347018475,0.0025686245621159287
d-aug-cc-pVQZ,Mg2,2,176.75661071723334,112.88484036190002,177.37376666666668,113.69870001139768,-0.3479409390866365,-0.7158038301370845,d-aug,V,Second-row,Q,d-aug-cc-pVnZ,0.3479409390866365,0.0008072343571257079
d-aug-cc-pV5Z,Mg2,2,,,177.37376666666668,113.69870001139768,,,d-aug,V,Second-row,5,d-aug-cc-pVnZ,,
d-aug-cc-pCVDZ,Mg2,2,176.32647001933333,112.26293769369998,177.37376666666668,113.69870001139768,-0.5904461899946615,-1.26277812987639,d-aug,CV,Second-row,D,d-aug-cc-pCVnZ,0.5904461899946615,0.012598148385109198
d-aug-cc-pCVTZ,Mg2,2,177.16227264706666,113.41723341080004,177.37376666666668,113.69870001139768,-0.11923635810107099,-0.24755480983460998,d-aug,CV,Second-row,T,d-aug-cc-pCVnZ,0.11923635810107099,0.002560520681129219
d-aug-cc-pCVQZ,Mg2,2,177.29528774893333,113.5515970858,177.37376666666668,113.69870001139768,-0.04424494061787192,-0.12937960203848636,d-aug,CV,Second-row,Q,d-aug-cc-pCVnZ,0.04424494061787192,0.0008007307260982088
aug-cc-pV6Z,Mg2,2,,,177.37376666666668,113.69870001139768,,,aug,V,Second-row,6,aug-cc-pVnZ,,
d-aug-cc-pV6Z,Mg2,2,,,177.37376666666668,113.69870001139768,,,d-aug,V,Second-row,6,d-aug-cc-pVnZ,,
aug-cc-pVDZ,NH3,2,12.69162820684,0.3910257648013346,13.020113333333336,0.5542003509656924,-2.5229052780390706,-29.443248435340504,aug,V,First-row,D,aug-cc-pVnZ,2.5229052780390706,0.019558393147399045
aug-cc-pVTZ,NH3,2,12.945646629516666,0.4285940999757598,13.020113333333336,0.5542003509656924,-0.5719359110801644,-22.664412025554313,aug,V,First-row,T,aug-cc-pVnZ,0.5719359110801644,0.004647168144401803
aug-cc-pVQZ,NH3,2,12.99424274217,0.5011190985283325,13.020113333333336,0.5542003509656924,-0.19869712729077374,-9.57798968276834,aug,V,First-row,Q,aug-cc-pVnZ,0.19869712729077374,0.001001917063398139
aug-cc-pV5Z,NH3,2,13.0061932463,0.5336795916431809,13.020113333333336,0.5542003509656924,-0.10691218023193706,-3.702769095464151,aug,V,First-row,5,aug-cc-pVnZ,0.10691218023193706,0.00012070755639825848
aug-cc-pCVDZ,NH3,2,12.683315289813336,0.3941289764426884,13.020113333333336,0.5542003509656924,-2.5867520112728144,-28.883304430262474,aug,CV,First-row,D,aug-cc-pCVnZ,2.5867520112728144,0.01914308070740134
aug-cc-pCVTZ,NH3,2,12.942485596296669,0.4281933982656035,13.020113333333336,0.5542003509656924,-0.5962139886903273,-22.736714706246975,aug,CV,First-row,T,aug-cc-pCVnZ,0.5962139886903273,0.004425757206398373
aug-cc-pCVQZ,NH3,2,12.994120097356666,0.5004641651297421,13.020113333333336,0.5542003509656924,-0.19963909154403775,-9.696165969998965,aug,CV,First-row,Q,aug-cc-pCVnZ,0.19963909154403775,0.0009242148134021022
d-aug-cc-pVDZ,NH3,2,13.028798949153334,0.6686243138575306,13.020113333333336,0.5542003509656924,0.06670921825051312,20.646678171974234,d-aug,V,First-row,D,d-aug-cc-pVnZ,0.06670921825051312,0.019277590990398608
d-aug-cc-pVTZ,NH3,2,13.026861610589998,0.5574818682513225,13.020113333333336,0.5542003509656924,0.05182963530267823,0.5921175040600485,d-aug,V,First-row,T,d-aug-cc-pVnZ,0.05182963530267823,0.004600826743399011
d-aug-cc-pVQZ,NH3,2,13.018889426663334,0.5491609431121882,13.020113333333336,0.5542003509656924,-0.009400123014822237,-0.9093115593887761,d-aug,V,First-row,Q,d-aug-cc-pVnZ,0.009400123014822237,0.000987639825403619
d-aug-cc-pV5Z,NH3,2,13.016603650389998,0.5475065402305487,13.020113333333336,0.5542003509656924,-0.02695585555582874,-1.207832280055363,d-aug,V,First-row,5,d-aug-cc-pVnZ,0.02695585555582874,0.00011932015640070404
d-aug-cc-pCVDZ,NH3,2,13.01940514831,0.6685443839739883,13.020113333333336,0.5542003509656924,-0.005439161743112701,20.632255610999117,d-aug,CV,First-row,D,d-aug-cc-pCVnZ,0.005439161743112701,0.01885985646239874
d-aug-cc-pCVTZ,NH3,2,13.024532654286666,0.5562711978356727,13.020113333333336,0.5542003509656924,0.03394226179288315,0.37366394055359675,d-aug,CV,First-row,T,d-aug-cc-pCVnZ,0.03394226179288315,0.004385946564404719
d-aug-cc-pCVQZ,NH3,2,13.018504508783332,0.5488201080486689,13.020113333333336,0.5542003509656924,-0.012356455806613525,-0.970811892783628,d-aug,CV,First-row,Q,d-aug-cc-pCVnZ,0.012356455806613525,0.0009112439114034032
aug-cc-pV6Z,NH3,2,13.012363718613337,0.5434168369043071,13.020113333333336,0.5542003509656924,-0.05952033228589251,-1.9457790025926716,aug,V,First-row,6,aug-cc-pVnZ,0.05952033228589251,1.599732539858678e-05
d-aug-cc-pV6Z,NH3,2,13.016499625976666,0.5471729104563483,13.020113333333336,0.5542003509656924,-0.02775480722905119,-1.2680324898926578,d-aug,V,First-row,6,d-aug-cc-pVnZ,0.02775480722905119,1.5606108398458218e-05
aug-cc-pVDZ,H2O,2,8.175413006736333,1.487784367859759,8.579817666666665,1.1069712254569493,-4.7134411900322695,34.40135873862602,aug,V,First-row,D,aug-cc-pVnZ,4.7134411900322695,0.026047015728607903
aug-cc-pVTZ,H2O,2,8.463721386180667,1.2480214029667445,8.579817666666665,1.1069712254569493,-1.3531322575425098,12.741991324261456,aug,V,First-row,T,aug-cc-pVnZ,1.3531322575425098,0.0068676574316128836
aug-cc-pVQZ,H2O,2,8.545152088694332,1.1557160130993371,8.579817666666665,1.1069712254569493,-0.4040363014590889,4.403437643310593,aug,V,First-row,Q,aug-cc-pVnZ,0.4040363014590889,0.0014830274116093278
aug-cc-pV5Z,H2O,2,8.565627935081332,1.1262897914235133,8.579817666666665,1.1069712254569493,-0.16538500160045477,1.7451732730080178,aug,V,First-row,5,aug-cc-pVnZ,0.16538500160045477,0.00016376298060549743
aug-cc-pCVDZ,H2O,2,8.172368183123666,1.4851168297746753,8.579817666666665,1.1069712254569493,-4.748929398884264,34.160382458146586,aug,CV,First-row,D,aug-cc-pCVnZ,4.748929398884264,0.025749955993603635
aug-cc-pCVTZ,H2O,2,8.462918273079667,1.2474334047170703,8.579817666666665,1.1069712254569493,-1.3624927490144927,12.68887357050671,aug,CV,First-row,T,aug-cc-pCVnZ,1.3624927490144927,0.0066425789796085155
aug-cc-pCVQZ,H2O,2,8.545128440295999,1.1550572052652035,8.579817666666665,1.1069712254569493,-0.40431192967464863,4.3439231935233655,aug,CV,First-row,Q,aug-cc-pCVnZ,0.40431192967464863,0.0013892924346095015
d-aug-cc-pVDZ,H2O,2,8.559365920263,1.0339159433174825,8.579817666666665,1.1069712254569493,-0.23837040830275852,-6.59956469142277,d-aug,V,First-row,D,d-aug-cc-pVnZ,0.23837040830275852,0.0256326924576058
d-aug-cc-pVTZ,H2O,2,8.582205831798,1.101859195998803,8.579817666666665,1.1069712254569493,0.027834683953861253,-0.46180328273988724,d-aug,V,First-row,T,d-aug-cc-pVnZ,0.027834683953861253,0.006802040380605945
d-aug-cc-pVQZ,H2O,2,8.581517665316,1.109110882029665,8.579817666666665,1.1069712254569493,0.019813925136648012,0.19328926746333525,d-aug,V,First-row,Q,d-aug-cc-pVnZ,0.019813925136648012,0.001463665371602474
d-aug-cc-pV5Z,H2O,2,8.579460939841667,1.1100678901151722,8.579817666666665,1.1069712254569493,-0.004157743659103001,0.2797421095516383,d-aug,V,First-row,5,d-aug-cc-pVnZ,0.004157743659103001,0.00016014419060184082
d-aug-cc-pCVDZ,H2O,2,8.555500436648666,1.031255436815162,8.579817666666665,1.1069712254569493,-0.28342362230462986,-6.8399057627294955,d-aug,CV,First-row,D,d-aug-cc-pCVnZ,0.28342362230462986,0.025327289797601793
d-aug-cc-pCVTZ,H2O,2,8.581485516936999,1.1023832136026248,8.579817666666665,1.1069712254569493,0.01943922744201549,-0.4144653220259227,d-aug,CV,First-row,T,d-aug-cc-pCVnZ,0.01943922744201549,0.006584771722614846
d-aug-cc-pCVQZ,H2O,2,8.581314950373333,1.1091723905966957,8.579817666666665,1.1069712254569493,0.017451229907654686,0.19884574134597016,d-aug,CV,First-row,Q,d-aug-cc-pCVnZ,0.017451229907654686,0.0013712774736092115
aug-cc-pV6Z,H2O,2,8.573025464785667,1.116454983226025,8.579817666666665,1.1069712254569493,-0.07916487441669469,0.8567302881031092,aug,V,First-row,6,aug-cc-pVnZ,0.07916487441669469,2.193149261131566e-05
d-aug-cc-pV6Z,H2O,2,8.579341857178,1.1102073329811604,8.579817666666665,1.1069712254569493,-0.005545682987118274,0.292338901842301,d-aug,V,First-row,6,d-aug-cc-pVnZ,0.005545682987118274,2.1509864609470242e-05
aug-cc-pVDZ,PH3,2,29.57735287590667,0.6704890651841301,30.03958,1.032195175936294,-1.538726986506907,-35.04241437905034,aug,V,Second-row,D,aug-cc-pVnZ,1.538726986506907,0.022554865347444775
aug-cc-pVTZ,PH3,2,30.012112012916663,0.9506947871027392,30.03958,1.032195175936294,-0.0914393180042378,-7.895831208436574,aug,V,Second-row,T,aug-cc-pVnZ,0.0914393180042378,0.006924504946425714
aug-cc-pVQZ,PH3,2,30.039442567350005,1.0178440515686604,30.03958,1.032195175936294,-0.00045750523141910575,-1.3903498778334986,aug,V,Second-row,Q,aug-cc-pVnZ,0.00045750523141910575,0.00228651586144224
aug-cc-pV5Z,PH3,2,30.03283800130667,1.022553897168918,30.03958,1.032195175936294,-0.02244371823218688,-0.9340557863613683,aug,V,Second-row,5,aug-cc-pVnZ,0.02244371823218688,0.0005088415714453731
aug-cc-pCVDZ,PH3,2,29.56963185247,0.6849018613056873,30.03958,1.032195175936294,-1.5644298206899068,-33.64608968604996,aug,CV,Second-row,D,aug-cc-pCVnZ,1.5644298206899068,0.021584889524433493
aug-cc-pCVTZ,PH3,2,30.00405179835667,0.981471576450834,30.03958,1.032195175936294,-0.11827129954323831,-4.914148086329606,aug,CV,Second-row,T,aug-cc-pCVnZ,0.11827129954323831,0.004475778522419205
aug-cc-pCVQZ,PH3,2,30.03567421759,1.037326713802463,30.03958,1.032195175936294,-0.013002120568933651,0.49714801868884817,aug,CV,Second-row,Q,aug-cc-pCVnZ,0.013002120568933651,0.0006687528944553378
d-aug-cc-pVDZ,PH3,2,30.078676130006667,1.0550214578039976,30.03958,1.032195175936294,0.13014872380594428,2.2114307836207567,d-aug,V,Second-row,D,d-aug-cc-pVnZ,0.13014872380594428,0.022507327023447488
d-aug-cc-pVTZ,PH3,2,30.05718484936333,1.0012286729660862,30.03958,1.032195175936294,0.05860551100691251,-3.000062748996899,d-aug,V,Second-row,T,d-aug-cc-pVnZ,0.05860551100691251,0.006869342596417027
d-aug-cc-pVQZ,PH3,2,30.046920675366668,1.0149692074598466,30.03958,1.032195175936294,0.024436677765357292,-1.668867369082771,d-aug,V,Second-row,Q,d-aug-cc-pVnZ,0.024436677765357292,0.002272576100438073
d-aug-cc-pV5Z,PH3,2,30.04120806441,1.0287103874521903,30.03958,1.032195175936294,0.005419730934984101,-0.33760945268346076,d-aug,V,Second-row,5,d-aug-cc-pVnZ,0.005419730934984101,0.0004969851284499782
d-aug-cc-pCVDZ,PH3,2,30.070265636136668,1.067634255295872,30.03958,1.032195175936294,0.10215068298780132,3.4333699852289645,d-aug,CV,Second-row,D,d-aug-cc-pCVnZ,0.10215068298780132,0.02153650839443344
d-aug-cc-pCVTZ,PH3,2,30.04966922843,1.0339939885264473,30.03958,1.032195175936294,0.0335864497106848,0.1742705868123893,d-aug,CV,Second-row,T,d-aug-cc-pCVnZ,0.0335864497106848,0.004420541144440904
d-aug-cc-pCVQZ,PH3,2,30.041566264733333,1.033936829814175,30.03958,1.032195175936294,0.006612158802928111,0.16873299919282295,d-aug,CV,Second-row,Q,d-aug-cc-pCVnZ,0.006612158802928111,0.0006586575184428511
aug-cc-pV6Z,PH3,2,,,30.03958,1.032195175936294,,,aug,V,Second-row,6,aug-cc-pVnZ,,
d-aug-cc-pV6Z,PH3,2,,,30.03958,1.032195175936294,,,d-aug,V,Second-row,6,d-aug-cc-pVnZ,,
aug-cc-pVDZ,N2,2,11.333678284388332,5.3858892386725,11.601636666666666,5.2237400100278375,-2.3096601796556886,3.1040830579889165,aug,V,First-row,D,aug-cc-pVnZ,2.3096601796556886,0.03252462269296075
aug-cc-pVTZ,N2,2,11.572978670444668,5.265915920123003,11.601636666666666,5.2237400100278375,-0.2470168394803908,0.8073891505741495,aug,V,First-row,T,aug-cc-pVnZ,0.2470168394803908,0.00847136372595969
aug-cc-pVQZ,N2,2,11.601706094063664,5.224487564079499,11.601636666666666,5.2237400100278375,0.0005984276097625401,0.014310705552475465,aug,V,First-row,Q,aug-cc-pVnZ,0.0005984276097625401,0.0016102157779585013
aug-cc-pV5Z,N2,2,11.600688232758332,5.2217355335575,11.601636666666666,5.2237400100278375,-0.008175000955333512,-0.038372439411023064,aug,V,First-row,5,aug-cc-pVnZ,0.008175000955333512,0.00020910803796425625
aug-cc-pCVDZ,N2,2,11.336055568571,5.405301104398499,11.601636666666666,5.2237400100278375,-2.28916924160125,3.4756916313240147,aug,CV,First-row,D,aug-cc-pCVnZ,2.28916924160125,0.031814541296967036
aug-cc-pCVTZ,N2,2,11.573131233178666,5.263401939046998,11.601636666666666,5.2237400100278375,-0.24570182903504273,0.7592630747897715,aug,CV,First-row,T,aug-cc-pCVnZ,0.24570182903504273,0.0074857527909557575
aug-cc-pCVQZ,N2,2,11.602827259159,5.2235858157915,11.601636666666666,5.2237400100278375,0.010262280456984352,-0.0029517976783194518,aug,CV,First-row,Q,aug-cc-pCVnZ,0.010262280456984352,0.0014091483979683517
d-aug-cc-pVDZ,N2,2,11.553289858809,5.257447215856499,11.601636666666666,5.2237400100278375,-0.4167240299515125,0.6452695915944283,d-aug,V,First-row,D,d-aug-cc-pVnZ,0.4167240299515125,0.03230106141796796
d-aug-cc-pVTZ,N2,2,11.607292896708,5.238832885473,11.601636666666666,5.2237400100278375,0.048753725046267696,0.2889285342721768,d-aug,V,First-row,T,d-aug-cc-pVnZ,0.048753725046267696,0.008393758717957667
d-aug-cc-pVQZ,N2,2,11.604708191481,5.227496659933499,11.601636666666666,5.2237400100278375,0.026474926793384736,0.07191494788121748,d-aug,V,First-row,Q,d-aug-cc-pVnZ,0.026474926793384736,0.0015886399329616552
d-aug-cc-pV5Z,N2,2,11.601090543841002,5.2253285114835,11.601636666666666,5.2237400100278375,-0.004707291232739072,0.030409274822508423,d-aug,V,First-row,5,d-aug-cc-pVnZ,0.004707291232739072,0.00020361783596456462
d-aug-cc-pCVDZ,N2,2,11.556070867221337,5.275777844053,11.601636666666666,5.2237400100278375,-0.3927532015913503,0.9961796323183558,d-aug,CV,First-row,D,d-aug-cc-pCVnZ,0.3927532015913503,0.031595662138954594
d-aug-cc-pCVTZ,N2,2,11.608828254258,5.235791691258,11.601636666666666,5.2237400100278375,0.06198769878733569,0.23070982106742163,d-aug,CV,First-row,T,d-aug-cc-pCVnZ,0.06198769878733569,0.007436439396954597
d-aug-cc-pCVQZ,N2,2,11.605419387636331,5.227365215345499,11.601636666666666,5.2237400100278375,0.032605063219518254,0.06939865519152752,d-aug,CV,First-row,Q,d-aug-cc-pCVnZ,0.032605063219518254,0.001388723691960081
aug-cc-pV6Z,N2,2,11.600655484813666,5.224143504819499,11.601636666666666,5.2237400100278375,-0.00845727099710646,0.007724251032531796,aug,V,First-row,6,aug-cc-pVnZ,0.00845727099710646,3.339125295553913e-05
