,b,c,molecule,basis,Beta,beta_MRA,betaE,augmentation,polarization,mol_system,valence,Type
857,0,0,HNS,d-aug-cc-pVTZ,19.061946,18.974567999999998,0.4605006027014743,d-aug,V,Second-row,T,d-aug-cc-pVnZ
862,0,0,LiBH4,d-aug-cc-pVTZ,31.964280000000002,31.64592,1.0060064614964646,d-aug,V,First-row,T,d-aug-cc-pVnZ
864,0,0,LiCl,d-aug-cc-pVTZ,49.02534,47.4636,3.290395165979825,d-aug,V,Second-row,T,d-aug-cc-pVnZ
865,0,0,LiH,d-aug-cc-pVTZ,186.8304,183.5514,1.7864205884564195,d-aug,V,First-row,T,d-aug-cc-pVnZ
870,0,0,NH2Cl,d-aug-cc-pVTZ,17.9167374,18.4787118,-3.0411990082555453,d-aug,V,Second-row,T,d-aug-cc-pVnZ
873,0,0,NH3,d-aug-cc-pVTZ,6.41724,6.425399999999999,-0.12699598468576712,d-aug,V,First-row,T,d-aug-cc-pVnZ
874,0,0,NH3O,d-aug-cc-pVTZ,28.34058,28.53408,-0.6781364599804873,d-aug,V,First-row,T,d-aug-cc-pVnZ
875,0,0,NOCl,d-aug-cc-pVTZ,39.048959999999994,39.0423,0.017058421250788398,d-aug,V,Second-row,T,d-aug-cc-pVnZ
876,0,0,Na2,d-aug-cc-pVTZ,1.150044,1.0730928,7.170973470328019,d-aug,V,Second-row,T,d-aug-cc-pVnZ
877,0,0,NaCN,d-aug-cc-pVTZ,28.418898,25.396278,11.901822778912722,d-aug,V,Second-row,T,d-aug-cc-pVnZ
878,0,0,NaCl,d-aug-cc-pVTZ,147.195,133.2156,10.493816039562933,d-aug,V,Second-row,T,d-aug-cc-pVnZ
879,0,0,NaH,d-aug-cc-pVTZ,704.3520000000001,641.934,9.72342951144512,d-aug,V,Second-row,T,d-aug-cc-pVnZ
882,0,0,OCl2,d-aug-cc-pVTZ,23.01,23.00472,0.022951811628233756,d-aug,V,Second-row,T,d-aug-cc-pVnZ
884,0,0,P2H4,d-aug-cc-pVTZ,31.862181779999997,32.9805,-3.3908467730931995,d-aug,V,Second-row,T,d-aug-cc-pVnZ
886,0,0,PH3O,d-aug-cc-pVTZ,32.91708,31.26654,5.278933965830563,d-aug,V,Second-row,T,d-aug-cc-pVnZ
887,0,0,S2H2,d-aug-cc-pVTZ,6.914850846,7.272239999999999,-4.914430134318986,d-aug,V,Second-row,T,d-aug-cc-pVnZ
891,0,0,SO2,d-aug-cc-pVTZ,16.942619999999998,17.18604,-1.416382133405953,d-aug,V,Second-row,T,d-aug-cc-pVnZ
892,0,0,SiH3Cl,d-aug-cc-pVTZ,25.902120000000004,24.59964,5.294711629926303,d-aug,V,Second-row,T,d-aug-cc-pVnZ
895,0,0,SiO,d-aug-cc-pVTZ,74.2926,74.75280000000001,-0.6156291135583076,d-aug,V,Second-row,T,d-aug-cc-pVnZ
896,0,1,BF,aug-cc-pCVDZ,33.21834,38.44602,-13.59745430086131,aug,CV,Fluorine,D,aug-cc-pCVnZ
897,0,1,BH2Cl,aug-cc-pCVDZ,36.63384,29.574239999999996,23.870774024962277,aug,CV,Second-row,D,aug-cc-pCVnZ
898,0,1,BH2F,aug-cc-pCVDZ,19.524720000000002,20.226,-3.4672204093740584,aug,CV,Fluorine,D,aug-cc-pCVnZ
901,0,1,CH2BH,aug-cc-pCVDZ,78.261,71.1486,9.996542447778301,aug,CV,First-row,D,aug-cc-pCVnZ
904,0,1,CH3Cl,aug-cc-pCVDZ,12.34206,1.5583680000000002,691.9862317501386,aug,CV,Second-row,D,aug-cc-pCVnZ
906,0,1,CH3NH2,aug-cc-pCVDZ,1.7014397,3.00714,-43.4200037244691,aug,CV,First-row,D,aug-cc-pCVnZ
909,0,1,CO,aug-cc-pCVDZ,19.20942,18.91044,1.5810314302575732,aug,CV,First-row,D,aug-cc-pCVnZ
910,0,1,CS,aug-cc-pCVDZ,35.07174,28.77756,21.871833470245555,aug,CV,Second-row,D,aug-cc-pCVnZ
911,0,1,CSO,aug-cc-pCVDZ,15.552600000000002,20.64312,-24.659644472347193,aug,CV,Second-row,D,aug-cc-pCVnZ
912,0,1,ClCN,aug-cc-pCVDZ,23.53626,13.81386,70.38148642016061,aug,CV,Second-row,D,aug-cc-pCVnZ
914,0,1,FNO,aug-cc-pCVDZ,0.39734999999999987,1.4936436,-73.39726826399551,aug,CV,Fluorine,D,aug-cc-pCVnZ
915,0,1,H2O,aug-cc-pCVDZ,3.054882,4.648746,-34.28589129197422,aug,CV,First-row,D,aug-cc-pCVnZ
916,0,1,HBO,aug-cc-pCVDZ,25.585859999999997,23.369759999999996,9.482767473863664,aug,CV,First-row,D,aug-cc-pCVnZ
918,0,1,HCCCl,aug-cc-pCVDZ,60.0384,40.26953999999999,49.091347951826656,aug,CV,Second-row,D,aug-cc-pCVnZ
919,0,1,HCCF,aug-cc-pCVDZ,48.63384,47.11698,3.219348948086234,aug,CV,Fluorine,D,aug-cc-pCVnZ
920,0,1,HCHO,aug-cc-pCVDZ,23.67786,22.29444,6.205224262192715,aug,CV,First-row,D,aug-cc-pCVnZ
921,0,1,HCHS,aug-cc-pCVDZ,14.099459999999999,2.35614,498.41350683745446,aug,CV,Second-row,D,aug-cc-pCVnZ
924,0,1,HCOOH,aug-cc-pCVDZ,2.227092,1.5834516,40.64793644466302,aug,CV,First-row,D,aug-cc-pCVnZ
925,0,1,HCP,aug-cc-pCVDZ,30.29394,27.788339999999998,9.016731478022802,aug,CV,Second-row,D,aug-cc-pCVnZ
928,0,1,HNC,aug-cc-pCVDZ,23.68302,22.754640000000002,4.079959076478454,aug,CV,First-row,D,aug-cc-pCVnZ
930,0,1,HNS,aug-cc-pCVDZ,6.266274,18.972858000000002,-66.97242977310009,aug,CV,Second-row,D,aug-cc-pCVnZ
935,0,1,LiBH4,aug-cc-pCVDZ,33.40956,31.847339999999996,4.9053390330244335,aug,CV,First-row,D,aug-cc-pCVnZ
937,0,1,LiCl,aug-cc-pCVDZ,71.1696,47.7519,49.04035232105949,aug,CV,Second-row,D,aug-cc-pCVnZ
938,0,1,LiH,aug-cc-pCVDZ,214.1442,185.4654,15.463153774234993,aug,CV,First-row,D,aug-cc-pCVnZ
943,0,1,NH2Cl,aug-cc-pCVDZ,8.4352592,18.5547024,-54.53842902918238,aug,CV,Second-row,D,aug-cc-pCVnZ
946,0,1,NH3,aug-cc-pCVDZ,1.8897840000000001,6.49212,-70.89111107003566,aug,CV,First-row,D,aug-cc-pCVnZ
947,0,1,NH3O,aug-cc-pCVDZ,28.04322,28.635360000000002,-2.0678629498633874,aug,CV,First-row,D,aug-cc-pCVnZ
948,0,1,NOCl,aug-cc-pCVDZ,26.93976,39.07956,-31.064321092663274,aug,CV,Second-row,D,aug-cc-pCVnZ
950,0,1,NaCN,aug-cc-pCVDZ,29.573048,25.551216,15.740276314050963,aug,CV,Second-row,D,aug-cc-pCVnZ
951,0,1,NaCl,aug-cc-pCVDZ,164.0508,134.0598,22.37135964696353,aug,CV,Second-row,D,aug-cc-pCVnZ
952,0,1,NaH,aug-cc-pCVDZ,718.8059999999999,647.112,11.079071319956972,aug,CV,Second-row,D,aug-cc-pCVnZ
955,0,1,OCl2,aug-cc-pCVDZ,15.156779999999998,23.03118,-34.19017175845963,aug,CV,Second-row,D,aug-cc-pCVnZ
957,0,1,P2H4,aug-cc-pCVDZ,27.97656,33.2193,-15.78221094363818,aug,CV,Second-row,D,aug-cc-pCVnZ
959,0,1,PH3O,aug-cc-pCVDZ,30.741936459999998,32.806979999999996,-6.2945249456060814,aug,CV,Second-row,D,aug-cc-pCVnZ
960,0,1,S2H2,aug-cc-pCVDZ,0.9857699999999999,7.28922,-86.47633080082643,aug,CV,Second-row,D,aug-cc-pCVnZ
964,0,1,SO2,aug-cc-pCVDZ,17.01612,17.20494,-1.0974754925038956,aug,CV,Second-row,D,aug-cc-pCVnZ
965,0,1,SiH3Cl,aug-cc-pCVDZ,30.48816,24.726300000000002,23.302556387328465,aug,CV,Second-row,D,aug-cc-pCVnZ
968,0,1,BF,aug-cc-pCVQZ,38.51742,38.44602,0.18571493226087937,aug,CV,Fluorine,Q,aug-cc-pCVnZ
969,0,1,BH2Cl,aug-cc-pCVQZ,28.326900000000002,29.574239999999996,-4.217656987973298,aug,CV,Second-row,Q,aug-cc-pCVnZ
970,0,1,BH2F,aug-cc-pCVQZ,20.396700000000003,20.226,0.843963215663026,aug,CV,Fluorine,Q,aug-cc-pCVnZ
973,0,1,CH2BH,aug-cc-pCVQZ,70.63199999999999,71.1486,-0.7260859665545225,aug,CV,First-row,Q,aug-cc-pCVnZ
976,0,1,CH3Cl,aug-cc-pCVQZ,2.7695040000000004,1.5583680000000002,77.71822830037578,aug,CV,Second-row,Q,aug-cc-pCVnZ
978,0,1,CH3NH2,aug-cc-pCVQZ,2.6882594,3.00714,-10.604115538352053,aug,CV,First-row,Q,aug-cc-pCVnZ
981,0,1,CO,aug-cc-pCVQZ,18.99864,18.91044,0.4664090312018149,aug,CV,First-row,Q,aug-cc-pCVnZ
982,0,1,CS,aug-cc-pCVQZ,28.72218,28.77756,-0.19244161075504504,aug,CV,Second-row,Q,aug-cc-pCVnZ
983,0,1,CSO,aug-cc-pCVQZ,20.50872,20.64312,-0.6510643739899754,aug,CV,Second-row,Q,aug-cc-pCVnZ
984,0,1,ClCN,aug-cc-pCVQZ,14.222460000000002,13.81386,2.95789880598183,aug,CV,Second-row,Q,aug-cc-pCVnZ
986,0,1,FNO,aug-cc-pCVQZ,0.9613158,1.4936436,-35.63954614072593,aug,CV,Fluorine,Q,aug-cc-pCVnZ
987,0,1,H2O,aug-cc-pCVQZ,4.3538820000000005,4.648746,-6.342871819626187,aug,CV,First-row,Q,aug-cc-pCVnZ
988,0,1,HBO,aug-cc-pCVQZ,22.4448,23.369759999999996,-3.9579353831618094,aug,CV,First-row,Q,aug-cc-pCVnZ
990,0,1,HCCCl,aug-cc-pCVQZ,41.03076,40.26953999999999,1.8903121317005578,aug,CV,Second-row,Q,aug-cc-pCVnZ
991,0,1,HCCF,aug-cc-pCVQZ,47.12034,47.11698,0.007131187100702753,aug,CV,Fluorine,Q,aug-cc-pCVnZ
992,0,1,HCHO,aug-cc-pCVQZ,22.695120000000003,22.29444,1.7972193964055667,aug,CV,First-row,Q,aug-cc-pCVnZ
993,0,1,HCHS,aug-cc-pCVQZ,3.76194,2.35614,59.66538490921593,aug,CV,Second-row,Q,aug-cc-pCVnZ
996,0,1,HCOOH,aug-cc-pCVQZ,1.568862,1.5834516,-0.9213795988459699,aug,CV,First-row,Q,aug-cc-pCVnZ
997,0,1,HCP,aug-cc-pCVQZ,28.959960000000002,27.788339999999998,4.21622882115306,aug,CV,Second-row,Q,aug-cc-pCVnZ
1000,0,1,HNC,aug-cc-pCVQZ,22.76784,22.754640000000002,0.05801014650197787,aug,CV,First-row,Q,aug-cc-pCVnZ
1002,0,1,HNS,aug-cc-pCVQZ,17.310551999999998,18.972858000000002,-8.76149497350375,aug,CV,Second-row,Q,aug-cc-pCVnZ
1007,0,1,LiBH4,aug-cc-pCVQZ,31.989179999999998,31.847339999999996,0.44537471575334703,aug,CV,First-row,Q,aug-cc-pCVnZ
1009,0,1,LiCl,aug-cc-pCVQZ,49.06338,47.7519,2.746445691166222,aug,CV,Second-row,Q,aug-cc-pCVnZ
1010,0,1,LiH,aug-cc-pCVQZ,188.0862,185.4654,1.4130937630415177,aug,CV,First-row,Q,aug-cc-pCVnZ
1015,0,1,NH2Cl,aug-cc-pCVQZ,17.965039,18.5547024,-3.1779728248295656,aug,CV,Second-row,Q,aug-cc-pCVnZ
1018,0,1,NH3,aug-cc-pCVQZ,6.21291098,6.49212,-4.30073720140724,aug,CV,First-row,Q,aug-cc-pCVnZ
1019,0,1,NH3O,aug-cc-pCVQZ,28.747409358000002,28.635360000000002,0.3912971864156768,aug,CV,First-row,Q,aug-cc-pCVnZ
1020,0,1,NOCl,aug-cc-pCVQZ,38.144220000000004,39.07956,-2.393425105093293,aug,CV,Second-row,Q,aug-cc-pCVnZ
1022,0,1,NaCN,aug-cc-pCVQZ,26.016040000000004,25.551216,1.8191854352450532,aug,CV,Second-row,Q,aug-cc-pCVnZ
1023,0,1,NaCl,aug-cc-pCVQZ,136.78320000000002,134.0598,2.031481473193326,aug,CV,Second-row,Q,aug-cc-pCVnZ
1024,0,1,NaH,aug-cc-pCVQZ,653.406,647.112,0.9726291584764281,aug,CV,Second-row,Q,aug-cc-pCVnZ
1027,0,1,OCl2,aug-cc-pCVQZ,21.42348,23.03118,-6.980536820084762,aug,CV,Second-row,Q,aug-cc-pCVnZ
1029,0,1,P2H4,aug-cc-pCVQZ,33.33978,33.2193,0.3626807307800002,aug,CV,Second-row,Q,aug-cc-pCVnZ
1031,0,1,PH3O,aug-cc-pCVQZ,31.399620000000006,32.806979999999996,-4.289818812947702,aug,CV,Second-row,Q,aug-cc-pCVnZ
1032,0,1,S2H2,aug-cc-pCVQZ,7.009739999999999,7.28922,-3.8341550947838217,aug,CV,Second-row,Q,aug-cc-pCVnZ
1036,0,1,SO2,aug-cc-pCVQZ,17.21688,17.20494,0.06939867270678754,aug,CV,Second-row,Q,aug-cc-pCVnZ
1037,0,1,SiH3Cl,aug-cc-pCVQZ,24.8676,24.726300000000002,0.5714563036119336,aug,CV,Second-row,Q,aug-cc-pCVnZ
1040,0,1,BF,aug-cc-pCVTZ,38.05446,38.44602,-1.0184669310373307,aug,CV,Fluorine,T,aug-cc-pCVnZ
1041,0,1,BH2Cl,aug-cc-pCVTZ,30.80868,29.574239999999996,4.174037946537267,aug,CV,Second-row,T,aug-cc-pCVnZ
1042,0,1,BH2F,aug-cc-pCVTZ,20.7645,20.226,2.66241471373481,aug,CV,Fluorine,T,aug-cc-pCVnZ
1045,0,1,CH2BH,aug-cc-pCVTZ,73.03281216,71.1486,2.648277211357643,aug,CV,First-row,T,aug-cc-pCVnZ
1048,0,1,CH3Cl,aug-cc-pCVTZ,5.761638,1.5583680000000002,269.7225559046387,aug,CV,Second-row,T,aug-cc-pCVnZ
1050,0,1,CH3NH2,aug-cc-pCVTZ,2.492336,3.00714,-17.11938918706812,aug,CV,First-row,T,aug-cc-pCVnZ
1053,0,1,CO,aug-cc-pCVTZ,19.14978,18.91044,1.2656500853496722,aug,CV,First-row,T,aug-cc-pCVnZ
1054,0,1,CS,aug-cc-pCVTZ,29.522580000000005,28.77756,2.5888921784890857,aug,CV,Second-row,T,aug-cc-pCVnZ
1055,0,1,CSO,aug-cc-pCVTZ,19.995659999999997,20.64312,-3.1364444909490543,aug,CV,Second-row,T,aug-cc-pCVnZ
1056,0,1,ClCN,aug-cc-pCVTZ,16.94958,13.81386,22.699810190634633,aug,CV,Second-row,T,aug-cc-pCVnZ
1058,0,1,FNO,aug-cc-pCVTZ,0.5816460000000001,1.4936436,-61.05858184643243,aug,CV,Fluorine,T,aug-cc-pCVnZ
1059,0,1,H2O,aug-cc-pCVTZ,4.328286,4.648746,-6.893471916942758,aug,CV,First-row,T,aug-cc-pCVnZ
1060,0,1,HBO,aug-cc-pCVTZ,23.099939999999997,23.369759999999996,-1.1545689814529516,aug,CV,First-row,T,aug-cc-pCVnZ
1062,0,1,HCCCl,aug-cc-pCVTZ,44.5737,40.26953999999999,10.688376375791755,aug,CV,Second-row,T,aug-cc-pCVnZ
1063,0,1,HCCF,aug-cc-pCVTZ,47.58228,47.11698,0.9875420708203267,aug,CV,Fluorine,T,aug-cc-pCVnZ
1064,0,1,HCHO,aug-cc-pCVTZ,23.62266,22.29444,5.957628897608544,aug,CV,First-row,T,aug-cc-pCVnZ
1065,0,1,HCHS,aug-cc-pCVTZ,6.766783176,2.35614,187.1978395171764,aug,CV,Second-row,T,aug-cc-pCVnZ
1068,0,1,HCOOH,aug-cc-pCVTZ,1.715598,1.5834516,8.345465058736236,aug,CV,First-row,T,aug-cc-pCVnZ
1069,0,1,HCP,aug-cc-pCVTZ,29.833620000000003,27.788339999999998,7.360209353995256,aug,CV,Second-row,T,aug-cc-pCVnZ
1072,0,1,HNC,aug-cc-pCVTZ,22.7733,22.754640000000002,0.08200525255507013,aug,CV,First-row,T,aug-cc-pCVnZ
1074,0,1,HNS,aug-cc-pCVTZ,13.8400184,18.972858000000002,-27.05359203131126,aug,CV,Second-row,T,aug-cc-pCVnZ
1079,0,1,LiBH4,aug-cc-pCVTZ,32.312940578,31.847339999999996,1.4619763471611986,aug,CV,First-row,T,aug-cc-pCVnZ
1081,0,1,LiCl,aug-cc-pCVTZ,52.586760000000005,47.7519,10.124958378619503,aug,CV,Second-row,T,aug-cc-pCVnZ
1082,0,1,LiH,aug-cc-pCVTZ,193.68959999999998,185.4654,4.4343581066872835,aug,CV,First-row,T,aug-cc-pCVnZ
1087,0,1,NH2Cl,aug-cc-pCVTZ,15.250969000000001,18.5547024,-17.80536992067304,aug,CV,Second-row,T,aug-cc-pCVnZ
1090,0,1,NH3,aug-cc-pCVTZ,5.253787807999999,6.49212,-19.07438852023685,aug,CV,First-row,T,aug-cc-pCVnZ
1091,0,1,NH3O,aug-cc-pCVTZ,28.533465492,28.635360000000002,-0.35583456258276785,aug,CV,First-row,T,aug-cc-pCVnZ
1092,0,1,NOCl,aug-cc-pCVTZ,33.61224,39.07956,-13.99022916327615,aug,CV,Second-row,T,aug-cc-pCVnZ
1094,0,1,NaCN,aug-cc-pCVTZ,26.97946,25.551216,5.589730054334789,aug,CV,Second-row,T,aug-cc-pCVnZ
1095,0,1,NaCl,aug-cc-pCVTZ,146.9406,134.0598,9.60824945285611,aug,CV,Second-row,T,aug-cc-pCVnZ
1096,0,1,NaH,aug-cc-pCVTZ,667.362,647.112,3.129288283944665,aug,CV,Second-row,T,aug-cc-pCVnZ
1099,0,1,OCl2,aug-cc-pCVTZ,18.3936,23.03118,-20.136093765061105,aug,CV,Second-row,T,aug-cc-pCVnZ
1101,0,1,P2H4,aug-cc-pCVTZ,32.96184,33.2193,-0.7750313823590345,aug,CV,Second-row,T,aug-cc-pCVnZ
1103,0,1,PH3O,aug-cc-pCVTZ,31.44822,32.806979999999996,-4.141679605986277,aug,CV,Second-row,T,aug-cc-pCVnZ
1104,0,1,S2H2,aug-cc-pCVTZ,5.144226000000001,7.28922,-29.426934569130847,aug,CV,Second-row,T,aug-cc-pCVnZ
1108,0,1,SO2,aug-cc-pCVTZ,16.97964,17.20494,-1.3095076181608347,aug,CV,Second-row,T,aug-cc-pCVnZ
1109,0,1,SiH3Cl,aug-cc-pCVTZ,26.639879999999998,24.726300000000002,7.739047087514088,aug,CV,Second-row,T,aug-cc-pCVnZ
1113,0,1,FNO,aug-cc-pV5Z,1.197072,1.4936436,-19.85558000583272,aug,V,Fluorine,5,aug-cc-pVnZ
1114,0,1,H2O,aug-cc-pV5Z,4.586508,4.648746,-1.33881266044649,aug,V,First-row,5,aug-cc-pVnZ
1115,0,1,OCl2,aug-cc-pV5Z,21.441660000000002,23.03118,-6.901600352218153,aug,V,Second-row,5,aug-cc-pVnZ
1116,0,1,BF,aug-cc-pVDZ,32.64642,38.44602,-15.085046514567694,aug,V,Fluorine,D,aug-cc-pVnZ
1117,0,1,BH2Cl,aug-cc-pVDZ,36.644520096,29.574239999999996,23.90688685829291,aug,V,Second-row,D,aug-cc-pVnZ
1118,0,1,BH2F,aug-cc-pVDZ,19.35456,20.226,-4.308513794126371,aug,V,Fluorine,D,aug-cc-pVnZ
1121,0,1,CH2BH,aug-cc-pVDZ,78.4272,71.1486,10.230138049097237,aug,V,First-row,D,aug-cc-pVnZ
1124,0,1,CH3Cl,aug-cc-pVDZ,12.57252,1.5583680000000002,706.7747797696052,aug,V,Second-row,D,aug-cc-pVnZ
1126,0,1,CH3NH2,aug-cc-pVDZ,1.6960928,3.00714,-43.59781054423805,aug,V,First-row,D,aug-cc-pVnZ
1129,0,1,CO,aug-cc-pVDZ,19.149179999999998,18.91044,1.2624772347972675,aug,V,First-row,D,aug-cc-pVnZ
1130,0,1,CS,aug-cc-pVDZ,35.361239999999995,28.77756,22.87782563914381,aug,V,Second-row,D,aug-cc-pVnZ
1131,0,1,CSO,aug-cc-pVDZ,15.291120000000001,20.64312,-25.92631346424377,aug,V,Second-row,D,aug-cc-pVnZ
1132,0,1,ClCN,aug-cc-pVDZ,23.914620000000003,13.81386,73.12047465371737,aug,V,Second-row,D,aug-cc-pVnZ
1134,0,1,FNO,aug-cc-pVDZ,0.39910599999999996,1.4936436,-73.27970340448016,aug,V,Fluorine,D,aug-cc-pVnZ
1135,0,1,H2O,aug-cc-pVDZ,-3.033786,4.648746,-165.26030890911227,aug,V,First-row,D,aug-cc-pVnZ
1136,0,1,HBO,aug-cc-pVDZ,25.714799999999997,23.369759999999996,10.034506131000066,aug,V,First-row,D,aug-cc-pVnZ
1138,0,1,HCCCl,aug-cc-pVDZ,60.6918,40.26953999999999,50.71391428856652,aug,V,Second-row,D,aug-cc-pVnZ
1139,0,1,HCCF,aug-cc-pVDZ,48.89034,47.11698,3.763738677648703,aug,V,Fluorine,D,aug-cc-pVnZ
1140,0,1,HCHO,aug-cc-pVDZ,23.57946,22.29444,5.763858612281804,aug,V,First-row,D,aug-cc-pVnZ
1141,0,1,HCHS,aug-cc-pVDZ,14.45104794,2.35614,513.3357075555782,aug,V,Second-row,D,aug-cc-pVnZ
1144,0,1,HCOOH,aug-cc-pVDZ,2.2158299999999995,1.5834516,39.93670535935544,aug,V,First-row,D,aug-cc-pVnZ
1145,0,1,HCP,aug-cc-pVDZ,29.892059999999997,27.788339999999998,7.570513387989348,aug,V,Second-row,D,aug-cc-pVnZ
1148,0,1,HNC,aug-cc-pVDZ,23.53728,22.754640000000002,3.4394743225996853,aug,V,First-row,D,aug-cc-pVnZ
1150,0,1,HNS,aug-cc-pVDZ,6.232832000000001,18.972858000000002,-67.14869209478087,aug,V,Second-row,D,aug-cc-pVnZ
1155,0,1,LiBH4,aug-cc-pVDZ,33.84541171,31.847339999999996,6.273904539594218,aug,V,First-row,D,aug-cc-pVnZ
1157,0,1,LiCl,aug-cc-pVDZ,74.169,47.7519,55.321568356442356,aug,V,Second-row,D,aug-cc-pVnZ
1158,0,1,LiH,aug-cc-pVDZ,223.1592,185.4654,20.323898689459064,aug,V,First-row,D,aug-cc-pVnZ
1163,0,1,NH2Cl,aug-cc-pVDZ,8.1645726,18.5547024,-55.99728616504245,aug,V,Second-row,D,aug-cc-pVnZ
1166,0,1,NH3,aug-cc-pVDZ,1.920696,6.49212,-70.4149646032421,aug,V,First-row,D,aug-cc-pVnZ
1167,0,1,NH3O,aug-cc-pVDZ,28.006619999999998,28.635360000000002,-2.195676953249423,aug,V,First-row,D,aug-cc-pVnZ
1168,0,1,NOCl,aug-cc-pVDZ,26.8827,39.07956,-31.21033092491318,aug,V,Second-row,D,aug-cc-pVnZ
1170,0,1,NaCN,aug-cc-pVDZ,31.194423999999998,25.551216,22.08586863341454,aug,V,Second-row,D,aug-cc-pVnZ
1171,0,1,NaCl,aug-cc-pVDZ,175.53959999999998,134.0598,30.941266509423397,aug,V,Second-row,D,aug-cc-pVnZ
1172,0,1,NaH,aug-cc-pVDZ,752.8140000000001,647.112,16.334421243926883,aug,V,Second-row,D,aug-cc-pVnZ
1175,0,1,OCl2,aug-cc-pVDZ,15.093119999999999,23.03118,-34.46657965419054,aug,V,Second-row,D,aug-cc-pVnZ
1177,0,1,P2H4,aug-cc-pVDZ,27.66402,33.2193,-16.723049552519157,aug,V,Second-row,D,aug-cc-pVnZ
1179,0,1,PH3O,aug-cc-pVDZ,30.895468364,32.806979999999996,-5.826539462029108,aug,V,Second-row,D,aug-cc-pVnZ
1180,0,1,S2H2,aug-cc-pVDZ,0.856164,7.28922,-88.2543811271988,aug,V,Second-row,D,aug-cc-pVnZ
1184,0,1,SO2,aug-cc-pVDZ,16.94046,17.20494,-1.537232911012761,aug,V,Second-row,D,aug-cc-pVnZ
1185,0,1,SiH3Cl,aug-cc-pVDZ,30.40578,24.726300000000002,22.969388869341543,aug,V,Second-row,D,aug-cc-pVnZ
1188,0,1,BF,aug-cc-pVQZ,38.522580000000005,38.44602,0.19913634753352294,aug,V,Fluorine,Q,aug-cc-pVnZ
1189,0,1,BH2Cl,aug-cc-pVQZ,28.578359999999996,29.574239999999996,-3.3673899988638754,aug,V,Second-row,Q,aug-cc-pVnZ
1190,0,1,BH2F,aug-cc-pVQZ,20.40294,20.226,0.8748145950756545,aug,V,Fluorine,Q,aug-cc-pVnZ
1193,0,1,CH2BH,aug-cc-pVQZ,70.6734,71.1486,-0.667897892579757,aug,V,First-row,Q,aug-cc-pVnZ
1196,0,1,CH3Cl,aug-cc-pVQZ,3.1011599999999997,1.5583680000000002,99.00049282326121,aug,V,Second-row,Q,aug-cc-pVnZ
1198,0,1,CH3NH2,aug-cc-pVQZ,2.6848286,3.00714,-10.718204007794789,aug,V,First-row,Q,aug-cc-pVnZ
1201,0,1,CO,aug-cc-pVQZ,18.989340000000002,18.91044,0.417229847639721,aug,V,First-row,Q,aug-cc-pVnZ
1202,0,1,CS,aug-cc-pVQZ,28.606740000000002,28.77756,-0.5935875035965491,aug,V,Second-row,Q,aug-cc-pVnZ
1203,0,1,CSO,aug-cc-pVQZ,20.189700000000002,20.64312,-2.1964703010010003,aug,V,Second-row,Q,aug-cc-pVnZ
1204,0,1,ClCN,aug-cc-pVQZ,14.81934,13.81386,7.278776533134115,aug,V,Second-row,Q,aug-cc-pVnZ
1206,0,1,FNO,aug-cc-pVQZ,0.9596207999999999,1.4936436,-35.75302702733102,aug,V,Fluorine,Q,aug-cc-pVnZ
1207,0,1,H2O,aug-cc-pVQZ,4.347138,4.648746,-6.487943200166236,aug,V,First-row,Q,aug-cc-pVnZ
1208,0,1,HBO,aug-cc-pVQZ,22.42776,23.369759999999996,-4.030850124263137,aug,V,First-row,Q,aug-cc-pVnZ
1210,0,1,HCCCl,aug-cc-pVQZ,41.96106,40.26953999999999,4.200494964680529,aug,V,Second-row,Q,aug-cc-pVnZ
1211,0,1,HCCF,aug-cc-pVQZ,47.13114,47.11698,0.030052859924392328,aug,V,Fluorine,Q,aug-cc-pVnZ
1212,0,1,HCHO,aug-cc-pVQZ,22.679700000000004,22.29444,1.7280541695597753,aug,V,First-row,Q,aug-cc-pVnZ
1213,0,1,HCHS,aug-cc-pVQZ,4.022004,2.35614,70.70309913672362,aug,V,Second-row,Q,aug-cc-pVnZ
1216,0,1,HCOOH,aug-cc-pVQZ,1.5681359999999995,1.5834516,-0.9672288057305028,aug,V,First-row,Q,aug-cc-pVnZ
1217,0,1,HCP,aug-cc-pVQZ,28.9215,27.788339999999998,4.077825447651799,aug,V,Second-row,Q,aug-cc-pVnZ
1220,0,1,HNC,aug-cc-pVQZ,22.75782,22.754640000000002,0.013975171657283313,aug,V,First-row,Q,aug-cc-pVnZ
1222,0,1,HNS,aug-cc-pVQZ,17.250090000000004,18.972858000000002,-9.080171263601923,aug,V,Second-row,Q,aug-cc-pVnZ
1227,0,1,LiBH4,aug-cc-pVQZ,32.023792642,31.847339999999996,0.5540577078022875,aug,V,First-row,Q,aug-cc-pVnZ
1229,0,1,LiCl,aug-cc-pVQZ,49.19856,47.7519,3.0295339033630104,aug,V,Second-row,Q,aug-cc-pVnZ
1230,0,1,LiH,aug-cc-pVQZ,188.5866,185.4654,1.682901500765111,aug,V,First-row,Q,aug-cc-pVnZ
1235,0,1,NH2Cl,aug-cc-pVQZ,17.655978400000002,18.5547024,-4.84364545776815,aug,V,Second-row,Q,aug-cc-pVnZ
1238,0,1,NH3,aug-cc-pVQZ,6.186606514,6.49212,-4.705912490835039,aug,V,First-row,Q,aug-cc-pVnZ
1239,0,1,NH3O,aug-cc-pVQZ,28.764972114000003,28.635360000000002,0.4526295950181886,aug,V,First-row,Q,aug-cc-pVnZ
