,molecule,basis,energy,energyMRA,energyE,augmentation,polarization,mol_system,valence,Type
202,CSO,aug-cc-pVQZ,-510.352161914454,-510.3560432360895,0.0038813216355038094,aug,V,Second-row,Q,aug-cc-pVnZ
203,PH3O,aug-cc-pVQZ,-417.405422655621,-417.412960631196,0.0075379755749622745,aug,V,Second-row,Q,aug-cc-pVnZ
204,FNO,aug-cc-pVQZ,-228.725439679505,-228.72966687021048,0.004227190705478279,aug,V,Fluorine,Q,aug-cc-pVnZ
205,S2H2,aug-cc-pVQZ,-796.270582355986,-796.2748019998024,0.004219643816441021,aug,V,Second-row,Q,aug-cc-pVnZ
206,CH3OH,aug-cc-pVQZ,-115.09895048991,-115.10105789918822,0.0021074092782242815,aug,V,First-row,Q,aug-cc-pVnZ
207,NH3O,aug-cc-pVQZ,-131.014923778292,-131.01719613094002,0.0022723526480206147,aug,V,First-row,Q,aug-cc-pVnZ
208,BF,aug-cc-pVQZ,-124.166135431494,-124.16860420179052,0.002468770296516709,aug,V,Fluorine,Q,aug-cc-pVnZ
209,OCl2,aug-cc-pVQZ,-993.794070019392,-993.7989307472096,0.004860727817572297,aug,V,Second-row,Q,aug-cc-pVnZ
210,HBS,aug-cc-pVQZ,-422.840754934736,-422.8426665433457,0.0019116086096460094,aug,V,Second-row,Q,aug-cc-pVnZ
211,C2H2,aug-cc-pVQZ,-76.854569870073,-76.85569409750497,0.001124227431972713,aug,V,First-row,Q,aug-cc-pVnZ
212,HF,aug-cc-pVQZ,-100.068568322005,-100.07080831122995,0.0022399892249467257,aug,V,Fluorine,Q,aug-cc-pVnZ
213,SO2,aug-cc-pVQZ,-547.314071247485,-547.3272441948739,0.013172947388852663,aug,V,Second-row,Q,aug-cc-pVnZ
214,Cl2,aug-cc-pVQZ,-919.007696977027,-919.0108100759442,0.0031130989171970214,aug,V,Second-row,Q,aug-cc-pVnZ
215,Ar,aug-cc-pVQZ,-526.816804869031,-526.8175012159218,0.000696346890777022,aug,V,Second-row,Q,aug-cc-pVnZ
216,PH3,aug-cc-pVQZ,-342.492266241106,-342.49455275696744,0.00228651586144224,aug,V,Second-row,Q,aug-cc-pVnZ
217,NH3,aug-cc-pVQZ,-56.223943091732,-56.2249450087954,0.001001917063398139,aug,V,First-row,Q,aug-cc-pVnZ
218,CH2BH,aug-cc-pVQZ,-64.251264920113,-64.25221923994584,0.000954319832842998,aug,V,First-row,Q,aug-cc-pVnZ
219,HCCF,aug-cc-pVQZ,-175.726254028475,-175.72950415795736,0.003250129482353259,aug,V,Fluorine,Q,aug-cc-pVnZ
220,CH2NH,aug-cc-pVQZ,-94.074696093223,-94.07615662952324,0.0014605363002431204,aug,V,First-row,Q,aug-cc-pVnZ
221,SCl2,aug-cc-pVQZ,-1316.57759269442,-1316.5829079576567,0.0053152632367527985,aug,V,Second-row,Q,aug-cc-pVnZ
222,CH3SH,aug-cc-pVQZ,-437.7626358413,-437.7653462094153,0.0027103681153448633,aug,V,Second-row,Q,aug-cc-pVnZ
223,CH3Cl,aug-cc-pVQZ,-499.151886593579,-499.1538869843695,0.0020003907904992957,aug,V,Second-row,Q,aug-cc-pVnZ
224,BeH2,aug-cc-pVQZ,-15.772995112169,-15.773218276632424,0.00022316446342429686,aug,V,First-row,Q,aug-cc-pVnZ
225,LiCl,aug-cc-pVQZ,-467.055367735906,-467.0561555507923,0.0007878148863369461,aug,V,Second-row,Q,aug-cc-pVnZ
226,HCHS,aug-cc-pVQZ,-436.564101229495,-436.5666245145548,0.002523285059794489,aug,V,Second-row,Q,aug-cc-pVnZ
227,NaH,aug-cc-pVQZ,-162.392143093981,-162.39334594193485,0.001202847953862829,aug,V,Second-row,Q,aug-cc-pVnZ
228,Ne,aug-cc-pVQZ,-128.543755937287,-128.54709508140573,0.003339144118740478,aug,V,First-row,Q,aug-cc-pVnZ
229,BH3,aug-cc-pVQZ,-26.402119715221,-26.402604195447275,0.0004844802262731207,aug,V,First-row,Q,aug-cc-pVnZ
230,C2H4,aug-cc-pVQZ,-78.068791192565,-78.07005740634631,0.0012662137813066465,aug,V,First-row,Q,aug-cc-pVnZ
231,ClCN,aug-cc-pVQZ,-551.840857892278,-551.8439976993157,0.0031398070376553733,aug,V,Second-row,Q,aug-cc-pVnZ
232,OF2,aug-cc-pVQZ,-273.58149787567,-273.5872079514327,0.005710075762692668,aug,V,Fluorine,Q,aug-cc-pVnZ
233,CH4,aug-cc-pVQZ,-40.216265465953,-40.21707461893389,0.000809152980892236,aug,V,First-row,Q,aug-cc-pVnZ
234,BH2F,aug-cc-pVQZ,-125.383934739612,-125.38651116165326,0.002576422041258297,aug,V,Fluorine,Q,aug-cc-pVnZ
235,HCONH2,aug-cc-pVQZ,-169.016325736368,-169.01912623575151,0.0028004993835111236,aug,V,First-row,Q,aug-cc-pVnZ
236,LiCN,aug-cc-pVQZ,-99.820004074903,-99.821289359007,0.001285284104000084,aug,V,First-row,Q,aug-cc-pVnZ
237,Be,aug-cc-pVQZ,-14.572969176364,-14.573021989368604,5.2813004604246316e-05,aug,V,First-row,Q,aug-cc-pVnZ
238,CH3BH2,aug-cc-pVQZ,-65.470941241516,-65.47206213551908,0.0011208940030797976,aug,V,First-row,Q,aug-cc-pVnZ
239,NOCl,aug-cc-pVQZ,-588.781100874309,-588.7841114970596,0.0030106227505939387,aug,V,Second-row,Q,aug-cc-pVnZ
240,CS,aug-cc-pVQZ,-435.359859828017,-435.3623854607222,0.002525632705157932,aug,V,Second-row,Q,aug-cc-pVnZ
241,He,aug-cc-pVQZ,-2.861521995632,-2.861679278747712,0.00015728311571194808,aug,V,First-row,Q,aug-cc-pVnZ
242,SiH4,aug-cc-pVQZ,-291.266121614729,-291.2685971476531,0.0024755329241088475,aug,V,Second-row,Q,aug-cc-pVnZ
243,CO,aug-cc-pVQZ,-112.789052462953,-112.79090134457724,0.0018488816242410167,aug,V,First-row,Q,aug-cc-pVnZ
244,O3,aug-cc-pVQZ,-224.3576489634,-224.36164650651108,0.003997543111069035,aug,V,First-row,Q,aug-cc-pVnZ
245,BHF2,aug-cc-pVQZ,-224.373071957983,-224.37774418031327,0.00467222233027087,aug,V,Fluorine,Q,aug-cc-pVnZ
246,NaCN,aug-cc-pVQZ,-254.225463844782,-254.22764856593096,0.002184721148950075,aug,V,Second-row,Q,aug-cc-pVnZ
247,CH3F,aug-cc-pVQZ,-139.107412660249,-139.11028544439,0.0028727841410045585,aug,V,Fluorine,Q,aug-cc-pVnZ
248,C6H6,aug-cc-pVQZ,-230.793690192192,-230.7969690049737,0.00327881278170139,aug,V,First-row,Q,aug-cc-pVnZ
249,Li2,aug-cc-pVQZ,-14.871484363377,-14.871561219608218,7.685623121744811e-05,aug,V,First-row,Q,aug-cc-pVnZ
250,FCN,aug-cc-pVQZ,-191.783976838477,-191.78747330817856,0.0034964697015595902,aug,V,Fluorine,Q,aug-cc-pVnZ
251,CH3NH2,aug-cc-pVQZ,-95.26146532799,-95.26309728117376,0.0016319531837609702,aug,V,First-row,Q,aug-cc-pVnZ
252,SiH3Cl,aug-cc-pVQZ,-750.267805838018,-750.2716834824572,0.0038776444391714904,aug,V,Second-row,Q,aug-cc-pVnZ
253,NH2F,aug-cc-pVQZ,-155.038445326165,-155.0414658687027,0.0030205425376834683,aug,V,Fluorine,Q,aug-cc-pVnZ
254,CO2,aug-cc-pVQZ,-187.721715905073,-187.7248974832067,0.003181578133677476,aug,V,First-row,Q,aug-cc-pVnZ
255,HCP,aug-cc-pVQZ,-379.157705972161,-379.1603611802437,0.002655208082671834,aug,V,Second-row,Q,aug-cc-pVnZ
256,NH2OH,aug-cc-pVQZ,-131.0516437118,-131.05393326435697,0.0022895525569595065,aug,V,First-row,Q,aug-cc-pVnZ
257,N2H2,aug-cc-pVQZ,-110.037540105464,-110.03919648733287,0.0016563818688695164,aug,V,First-row,Q,aug-cc-pVnZ
258,HNO,aug-cc-pVQZ,-129.84539637546,-129.84754248483563,0.002146109375615879,aug,V,First-row,Q,aug-cc-pVnZ
259,ClF,aug-cc-pVQZ,-558.915972596689,-558.9201627529852,0.004190156296203895,aug,V,Second-row,Q,aug-cc-pVnZ
260,LiBH4,aug-cc-pVQZ,-34.470936295178,-34.471596967704144,0.0006606725261448787,aug,V,First-row,Q,aug-cc-pVnZ
261,HNC,aug-cc-pVQZ,-92.898799378863,-92.90011293647468,0.0013135576116809489,aug,V,First-row,Q,aug-cc-pVnZ
262,H2O,aug-cc-pVQZ,-76.065957508382,-76.06744053579361,0.0014830274116093278,aug,V,First-row,Q,aug-cc-pVnZ
263,HCOOH,aug-cc-pVQZ,-188.847715366608,-188.8510042006056,0.0032888339975727376,aug,V,First-row,Q,aug-cc-pVnZ
264,HOF,aug-cc-pVQZ,-174.818727419496,-174.82228692034073,0.0035595008447160126,aug,V,Fluorine,Q,aug-cc-pVnZ
265,HBO,aug-cc-pVQZ,-100.212211713412,-100.21398400383433,0.0017722904223234082,aug,V,First-row,Q,aug-cc-pVnZ
266,HOOH,aug-cc-pVQZ,-150.845689519942,-150.84848665107518,0.0027971311331782545,aug,V,First-row,Q,aug-cc-pVnZ
267,NH2Cl,aug-cc-pV5Z,-515.120233535581,-515.1206993559537,0.00046582037271036825,aug,V,Second-row,5,aug-cc-pVnZ
268,F2,aug-cc-pV5Z,-198.77300124091,-198.77343264581,0.00043140490001292164,aug,V,Fluorine,5,aug-cc-pVnZ
269,HNS,aug-cc-pV5Z,-452.530211186325,-452.5308596955956,0.000648509270604336,aug,V,Second-row,5,aug-cc-pVnZ
270,N2,aug-cc-pV5Z,-108.992975775354,-108.99318488339196,0.00020910803796425625,aug,V,First-row,5,aug-cc-pVnZ
271,HCHO,aug-cc-pV5Z,-113.922678354003,-113.9229129357792,0.00023458177619772869,aug,V,First-row,5,aug-cc-pVnZ
272,SF2,aug-cc-pV5Z,-596.473546261127,-596.4748975932308,0.0013513321038089998,aug,V,Second-row,5,aug-cc-pVnZ
273,SiO,aug-cc-pV5Z,-363.854529042406,-363.8553384434818,0.0008094010757986325,aug,V,Second-row,5,aug-cc-pVnZ
274,BH2Cl,aug-cc-pV5Z,-485.404743064633,-485.4050785127743,0.00033544814129982115,aug,V,Second-row,5,aug-cc-pVnZ
275,SH2,aug-cc-pV5Z,-398.719793158114,-398.720249758543,0.0004566004290040837,aug,V,Second-row,5,aug-cc-pVnZ
276,P2,aug-cc-pV5Z,-681.499591449663,-681.5002419595646,0.0006505099016749227,aug,V,Second-row,5,aug-cc-pVnZ
277,HOCl,aug-cc-pV5Z,-534.934171790939,-534.9347567499336,0.0005849589946365086,aug,V,Second-row,5,aug-cc-pVnZ
278,N2H4,aug-cc-pV5Z,-111.228648161726,-111.22886565240296,0.00021749067695964186,aug,V,First-row,5,aug-cc-pVnZ
279,HCCCl,aug-cc-pV5Z,-535.786098672322,-535.7866704648576,0.0005717925355384068,aug,V,Second-row,5,aug-cc-pVnZ
280,SiH3F,aug-cc-pV5Z,-390.247423702932,-390.2484129041651,0.0009892012330965372,aug,V,Second-row,5,aug-cc-pVnZ
281,HCl,aug-cc-pV5Z,-460.112503369721,-460.1128288640629,0.0003254943418937728,aug,V,Second-row,5,aug-cc-pVnZ
282,P2H4,aug-cc-pV5Z,-683.839103468022,-683.8400444467295,0.0009409787074901033,aug,V,Second-row,5,aug-cc-pVnZ
283,HCN,aug-cc-pV5Z,-92.915275256893,-92.91544634893856,0.00017109204556220448,aug,V,First-row,5,aug-cc-pVnZ
284,H2,aug-cc-pV5Z,-1.133604842641,-1.1336222994266816,1.745678568165765e-05,aug,V,First-row,5,aug-cc-pVnZ
285,CSO,aug-cc-pV5Z,-510.355364192784,-510.3560432360895,0.0006790433054675304,aug,V,Second-row,5,aug-cc-pVnZ
286,PH3O,aug-cc-pV5Z,-417.411396146746,-417.412960631196,0.0015644844500002364,aug,V,Second-row,5,aug-cc-pVnZ
287,FNO,aug-cc-pV5Z,-228.729213728206,-228.72966687021048,0.0004531420044884271,aug,V,Fluorine,5,aug-cc-pVnZ
288,S2H2,aug-cc-pV5Z,-796.273884662247,-796.2748019998024,0.0009173375553928054,aug,V,Second-row,5,aug-cc-pVnZ
289,CH3OH,aug-cc-pV5Z,-115.10081849357,-115.10105789918822,0.00023940561821689244,aug,V,First-row,5,aug-cc-pVnZ
290,NH3O,aug-cc-pV5Z,-131.016937558181,-131.01719613094002,0.0002585727590087572,aug,V,First-row,5,aug-cc-pVnZ
291,BF,aug-cc-pV5Z,-124.168346380374,-124.16860420179052,0.0002578214165112058,aug,V,Fluorine,5,aug-cc-pVnZ
292,OCl2,aug-cc-pV5Z,-993.797956101947,-993.7989307472096,0.0009746452626586688,aug,V,Second-row,5,aug-cc-pVnZ
293,HBS,aug-cc-pV5Z,-422.842265009714,-422.8426665433457,0.00040153363164563416,aug,V,Second-row,5,aug-cc-pVnZ
294,C2H2,aug-cc-pV5Z,-76.855539018723,-76.85569409750497,0.00015507878197240643,aug,V,First-row,5,aug-cc-pVnZ
295,HF,aug-cc-pV5Z,-100.070582560303,-100.07080831122995,0.00022575092695831245,aug,V,Fluorine,5,aug-cc-pVnZ
296,SO2,aug-cc-pV5Z,-547.324560172137,-547.3272441948739,0.002684022736843872,aug,V,Second-row,5,aug-cc-pVnZ
297,Cl2,aug-cc-pV5Z,-919.010125876526,-919.0108100759442,0.0006841994181741029,aug,V,Second-row,5,aug-cc-pVnZ
298,Ar,aug-cc-pV5Z,-526.817347301842,-526.8175012159218,0.00015391407976039773,aug,V,Second-row,5,aug-cc-pVnZ
299,PH3,aug-cc-pV5Z,-342.494043915396,-342.49455275696744,0.0005088415714453731,aug,V,Second-row,5,aug-cc-pVnZ
300,NH3,aug-cc-pV5Z,-56.224824301239,-56.2249450087954,0.00012070755639825848,aug,V,First-row,5,aug-cc-pVnZ
301,CH2BH,aug-cc-pV5Z,-64.25208554247,-64.25221923994584,0.0001336974758459064,aug,V,First-row,5,aug-cc-pVnZ
302,HCCF,aug-cc-pV5Z,-175.729138183452,-175.72950415795736,0.00036597450537101395,aug,V,Fluorine,5,aug-cc-pVnZ
303,CH2NH,aug-cc-pV5Z,-94.075969798607,-94.07615662952324,0.00018683091623472592,aug,V,First-row,5,aug-cc-pVnZ
304,SCl2,aug-cc-pV5Z,-1316.581759496882,-1316.5829079576567,0.0011484607748570852,aug,V,Second-row,5,aug-cc-pVnZ
305,CH3SH,aug-cc-pV5Z,-437.764811474597,-437.7653462094153,0.0005347348183022405,aug,V,Second-row,5,aug-cc-pVnZ
306,CH3Cl,aug-cc-pV5Z,-499.153493032809,-499.1538869843695,0.0003939515604542976,aug,V,Second-row,5,aug-cc-pVnZ
307,HCHS,aug-cc-pV5Z,-436.566107508312,-436.5666245145548,0.0005170062428305755,aug,V,Second-row,5,aug-cc-pVnZ
308,Ne,aug-cc-pV5Z,-128.546785545212,-128.54709508140573,0.00030953619372553476,aug,V,First-row,5,aug-cc-pVnZ
309,BH3,aug-cc-pV5Z,-26.402537895251,-26.402604195447275,6.630019627351658e-05,aug,V,First-row,5,aug-cc-pVnZ
310,C2H4,aug-cc-pV5Z,-78.069887339969,-78.07005740634631,0.00017006637730787588,aug,V,First-row,5,aug-cc-pVnZ
311,ClCN,aug-cc-pV5Z,-551.843394724585,-551.8439976993157,0.000602974730668393,aug,V,Second-row,5,aug-cc-pVnZ
312,OF2,aug-cc-pV5Z,-273.586647079027,-273.5872079514327,0.0005608724056855863,aug,V,Fluorine,5,aug-cc-pVnZ
313,CH4,aug-cc-pV5Z,-40.21697216228,-40.21707461893389,0.00010245665389163605,aug,V,First-row,5,aug-cc-pVnZ
314,BH2F,aug-cc-pV5Z,-125.386235189626,-125.38651116165326,0.0002759720272536015,aug,V,Fluorine,5,aug-cc-pVnZ
315,HCONH2,aug-cc-pV5Z,-169.018781057808,-169.01912623575151,0.0003451779435010849,aug,V,First-row,5,aug-cc-pVnZ
316,CH3BH2,aug-cc-pV5Z,-65.471911505238,-65.47206213551908,0.00015063028108386334,aug,V,First-row,5,aug-cc-pVnZ
317,NOCl,aug-cc-pV5Z,-588.783656276019,-588.7841114970596,0.0004552210406245649,aug,V,Second-row,5,aug-cc-pVnZ
318,CS,aug-cc-pV5Z,-435.36185744576,-435.3623854607222,0.0005280149621853525,aug,V,Second-row,5,aug-cc-pVnZ
319,He,aug-cc-pV5Z,-2.861626979157,-2.861679278747712,5.229959071195722e-05,aug,V,First-row,5,aug-cc-pVnZ
320,SiH4,aug-cc-pV5Z,-291.268075135502,-291.2685971476531,0.0005220121511229081,aug,V,Second-row,5,aug-cc-pVnZ
321,CO,aug-cc-pV5Z,-112.79067451851,-112.79090134457724,0.0002268260672337874,aug,V,First-row,5,aug-cc-pVnZ
322,O3,aug-cc-pV5Z,-224.361202202997,-224.36164650651108,0.00044430351408664137,aug,V,First-row,5,aug-cc-pVnZ
323,BHF2,aug-cc-pV5Z,-224.377257200231,-224.37774418031327,0.00048698008225755984,aug,V,Fluorine,5,aug-cc-pVnZ
324,CH3F,aug-cc-pV5Z,-139.109982104618,-139.11028544439,0.0003033397719889308,aug,V,Fluorine,5,aug-cc-pVnZ
325,C6H6,aug-cc-pV5Z,-230.796517881352,-230.7969690049737,0.00045112362170129927,aug,V,First-row,5,aug-cc-pVnZ
326,FCN,aug-cc-pV5Z,-191.787087230491,-191.78747330817856,0.00038607768755127836,aug,V,Fluorine,5,aug-cc-pVnZ
327,CH3NH2,aug-cc-pV5Z,-95.262890947269,-95.26309728117376,0.00020633390475666147,aug,V,First-row,5,aug-cc-pVnZ
328,SiH3Cl,aug-cc-pV5Z,-750.270834973827,-750.2716834824572,0.0008485086301561751,aug,V,Second-row,5,aug-cc-pVnZ
329,NH2F,aug-cc-pV5Z,-155.041150280557,-155.0414658687027,0.00031558814569621063,aug,V,Fluorine,5,aug-cc-pVnZ
330,CO2,aug-cc-pV5Z,-187.724514887717,-187.7248974832067,0.0003825954896967687,aug,V,First-row,5,aug-cc-pVnZ
331,HCP,aug-cc-pV5Z,-379.159804912916,-379.1603611802437,0.0005562673276813257,aug,V,Second-row,5,aug-cc-pVnZ
332,NH2OH,aug-cc-pV5Z,-131.053677077687,-131.05393326435697,0.00025618666995796957,aug,V,First-row,5,aug-cc-pVnZ
333,N2H2,aug-cc-pV5Z,-110.038988067637,-110.03919648733287,0.00020841969586626874,aug,V,First-row,5,aug-cc-pVnZ
334,HNO,aug-cc-pV5Z,-129.847291829491,-129.84754248483563,0.0002506553446153248,aug,V,First-row,5,aug-cc-pVnZ
335,ClF,aug-cc-pV5Z,-558.919462344274,-558.9201627529852,0.0007004087111681656,aug,V,Second-row,5,aug-cc-pVnZ
336,HNC,aug-cc-pV5Z,-92.899939994909,-92.90011293647468,0.0001729415656797073,aug,V,First-row,5,aug-cc-pVnZ
337,H2O,aug-cc-pV5Z,-76.067276772813,-76.06744053579361,0.00016376298060549743,aug,V,First-row,5,aug-cc-pVnZ
338,HCOOH,aug-cc-pV5Z,-188.850620670605,-188.8510042006056,0.0003835300005903264,aug,V,First-row,5,aug-cc-pVnZ
339,HOF,aug-cc-pV5Z,-174.821928542988,-174.82228692034073,0.0003583773527395806,aug,V,Fluorine,5,aug-cc-pVnZ
340,HBO,aug-cc-pV5Z,-100.213771384402,-100.21398400383433,0.0002126194323324171,aug,V,First-row,5,aug-cc-pVnZ
341,HOOH,aug-cc-pV5Z,-150.848189394396,-150.84848665107518,0.0002972566791754616,aug,V,First-row,5,aug-cc-pVnZ
342,N2,aug-cc-pV6Z,-108.993151492139,-108.99318488339196,3.339125295553913e-05,aug,V,First-row,6,aug-cc-pVnZ
343,H2,aug-cc-pV6Z,-1.133620698739,-1.1336222994266816,1.6006876815133353e-06,aug,V,First-row,6,aug-cc-pVnZ
344,S2H2,aug-cc-pV6Z,-796.274516488283,-796.2748019998024,0.0002855115194506652,aug,V,Second-row,6,aug-cc-pVnZ
345,BF,aug-cc-pV6Z,-124.168565928189,-124.16860420179052,3.8273601518312717e-05,aug,V,Fluorine,6,aug-cc-pVnZ
346,NH3,aug-cc-pV6Z,-56.22492901147,-56.2249450087954,1.599732539858678e-05,aug,V,First-row,6,aug-cc-pVnZ
347,Ne,aug-cc-pV6Z,-128.547062087308,-128.54709508140573,3.2994097722394145e-05,aug,V,First-row,6,aug-cc-pVnZ
348,OF2,aug-cc-pV6Z,-273.587146884695,-273.5872079514327,6.10667376577112e-05,aug,V,Fluorine,6,aug-cc-pVnZ
349,He,aug-cc-pV6Z,-2.861673128996,-2.861679278747712,6.149751712314355e-06,aug,V,First-row,6,aug-cc-pVnZ
350,CO,aug-cc-pV6Z,-112.790864684204,-112.79090134457724,3.6660373240238187e-05,aug,V,First-row,6,aug-cc-pVnZ
351,O3,aug-cc-pV6Z,-224.361590176491,-224.36164650651108,5.633002007243704e-05,aug,V,First-row,6,aug-cc-pVnZ
352,H2O,aug-cc-pV6Z,-76.067418604301,-76.06744053579361,2.193149261131566e-05,aug,V,First-row,6,aug-cc-pVnZ
353,HOOH,aug-cc-pV6Z,-150.848452085348,-150.84848665107518,3.456572719073847e-05,aug,V,First-row,6,aug-cc-pVnZ
354,NH2Cl,aug-cc-pCVDZ,-515.083034014614,-515.1206993559537,0.03766534133967525,aug,CV,Second-row,D,aug-cc-pCVnZ
355,NaLi,aug-cc-pCVDZ,-169.287279786206,-169.2937090991357,0.006429312929697062,aug,CV,Second-row,D,aug-cc-pCVnZ
356,F2,aug-cc-pCVDZ,-198.69913362727,-198.77343264581,0.07429901854001741,aug,CV,Fluorine,D,aug-cc-pCVnZ
357,HNS,aug-cc-pCVDZ,-452.4933470629,-452.5308596955956,0.03751263269560923,aug,CV,Second-row,D,aug-cc-pCVnZ
358,N2,aug-cc-pCVDZ,-108.961370342095,-108.99318488339196,0.031814541296967036,aug,CV,First-row,D,aug-cc-pCVnZ
359,HCHO,aug-cc-pCVDZ,-113.885676254653,-113.9229129357792,0.03723668112618839,aug,CV,First-row,D,aug-cc-pCVnZ
360,SF2,aug-cc-pCVDZ,-596.367696320556,-596.4748975932308,0.10720127267484258,aug,CV,Second-row,D,aug-cc-pCVnZ
361,LiH,aug-cc-pCVDZ,-7.984406160121,-7.9873491301479,0.002942970026899694,aug,CV,First-row,D,aug-cc-pCVnZ
362,Na2,aug-cc-pCVDZ,-323.705048728088,-323.7170093510182,0.011960622930189402,aug,CV,Second-row,D,aug-cc-pCVnZ
363,SiO,aug-cc-pCVDZ,-363.803909718023,-363.8553384434818,0.05142872545877708,aug,CV,Second-row,D,aug-cc-pCVnZ
364,Mg,aug-cc-pCVDZ,-199.608341433425,-199.61463177308352,0.0062903396585056726,aug,CV,Second-row,D,aug-cc-pCVnZ
365,BH2Cl,aug-cc-pCVDZ,-485.377616650459,-485.4050785127743,0.027461862315306007,aug,CV,Second-row,D,aug-cc-pCVnZ
366,SH2,aug-cc-pCVDZ,-398.698823709366,-398.720249758543,0.021426049176966444,aug,CV,Second-row,D,aug-cc-pCVnZ
367,P2,aug-cc-pCVDZ,-681.471180280393,-681.5002419595646,0.029061679171604737,aug,CV,Second-row,D,aug-cc-pCVnZ
368,HOCl,aug-cc-pCVDZ,-534.888243453954,-534.9347567499336,0.04651329597959375,aug,CV,Second-row,D,aug-cc-pCVnZ
369,N2H4,aug-cc-pCVDZ,-111.194534886688,-111.22886565240296,0.03433076571495519,aug,CV,First-row,D,aug-cc-pCVnZ
370,NaCl,aug-cc-pCVDZ,-621.438963033472,-621.4605931601421,0.021630126670174832,aug,CV,Second-row,D,aug-cc-pCVnZ
371,HCCCl,aug-cc-pCVDZ,-535.741328155908,-535.7866704648576,0.045342308949557264,aug,CV,Second-row,D,aug-cc-pCVnZ
372,SiH3F,aug-cc-pCVDZ,-390.178628174483,-390.2484129041651,0.06978472968211236,aug,CV,Second-row,D,aug-cc-pCVnZ
373,HCl,aug-cc-pCVDZ,-460.093058756571,-460.1128288640629,0.019770107491922317,aug,CV,Second-row,D,aug-cc-pCVnZ
374,P2H4,aug-cc-pCVDZ,-683.800111470799,-683.8400444467295,0.03993297593046918,aug,CV,Second-row,D,aug-cc-pCVnZ
375,HCN,aug-cc-pCVDZ,-92.888106344448,-92.91544634893856,0.027340004490554293,aug,CV,First-row,D,aug-cc-pCVnZ
376,H2,aug-cc-pCVDZ,-1.128793348644,-1.1336222994266816,0.004828950782681529,aug,CV,First-row,D,aug-cc-pCVnZ
377,Mg2,aug-cc-pCVDZ,-399.213952318009,-399.2265787145141,0.012626396505140747,aug,CV,Second-row,D,aug-cc-pCVnZ
378,CSO,aug-cc-pCVDZ,-510.300874409816,-510.3560432360895,0.05516882627347286,aug,CV,Second-row,D,aug-cc-pCVnZ
379,PH3O,aug-cc-pCVDZ,-417.342106849966,-417.412960631196,0.07085378122997099,aug,CV,Second-row,D,aug-cc-pCVnZ
380,FNO,aug-cc-pCVDZ,-228.655082428133,-228.72966687021048,0.07458444207748016,aug,CV,Fluorine,D,aug-cc-pCVnZ
381,S2H2,aug-cc-pCVDZ,-796.231811699285,-796.2748019998024,0.042990300517431024,aug,CV,Second-row,D,aug-cc-pCVnZ
382,CH3OH,aug-cc-pCVDZ,-115.06178577563,-115.10105789918822,0.03927212355822007,aug,CV,First-row,D,aug-cc-pCVnZ
383,NH3O,aug-cc-pCVDZ,-130.975869132946,-131.01719613094002,0.04132699799401962,aug,CV,First-row,D,aug-cc-pCVnZ
384,BF,aug-cc-pCVDZ,-124.115520079146,-124.16860420179052,0.05308412264452045,aug,CV,Fluorine,D,aug-cc-pCVnZ
385,OCl2,aug-cc-pCVDZ,-993.732308789758,-993.7989307472096,0.06662195745161625,aug,CV,Second-row,D,aug-cc-pCVnZ
386,HBS,aug-cc-pCVDZ,-422.818100258167,-422.8426665433457,0.02456628517865056,aug,CV,Second-row,D,aug-cc-pCVnZ
387,C2H2,aug-cc-pCVDZ,-76.829800804463,-76.85569409750497,0.02589329304196042,aug,CV,First-row,D,aug-cc-pCVnZ
388,HF,aug-cc-pCVDZ,-100.033658245877,-100.07080831122995,0.037150065352946626,aug,CV,Fluorine,D,aug-cc-pCVnZ
389,SO2,aug-cc-pCVDZ,-547.211970349183,-547.3272441948739,0.11527384569080823,aug,CV,Second-row,D,aug-cc-pCVnZ
390,Cl2,aug-cc-pCVDZ,-918.96733903675,-919.0108100759442,0.0434710391941735,aug,CV,Second-row,D,aug-cc-pCVnZ
391,Ar,aug-cc-pCVDZ,-526.800981138609,-526.8175012159218,0.01652007731274807,aug,CV,Second-row,D,aug-cc-pCVnZ
392,PH3,aug-cc-pCVDZ,-342.472967867443,-342.49455275696744,0.021584889524433493,aug,CV,Second-row,D,aug-cc-pCVnZ
393,NH3,aug-cc-pCVDZ,-56.205801928088,-56.2249450087954,0.01914308070740134,aug,CV,First-row,D,aug-cc-pCVnZ
394,CH2BH,aug-cc-pCVDZ,-64.231973462179,-64.25221923994584,0.020245777766845663,aug,CV,First-row,D,aug-cc-pCVnZ
395,HCCF,aug-cc-pCVDZ,-175.666511602425,-175.72950415795736,0.06299255553236094,aug,CV,Fluorine,D,aug-cc-pCVnZ
396,CH2NH,aug-cc-pCVDZ,-94.047622571448,-94.07615662952324,0.028534058075237567,aug,CV,First-row,D,aug-cc-pCVnZ
397,SCl2,aug-cc-pCVDZ,-1316.517035154637,-1316.5829079576567,0.06587280301982901,aug,CV,Second-row,D,aug-cc-pCVnZ
398,CH3SH,aug-cc-pCVDZ,-437.730265005912,-437.7653462094153,0.035081203503352754,aug,CV,Second-row,D,aug-cc-pCVnZ
399,CH3Cl,aug-cc-pCVDZ,-499.12079971253,-499.1538869843695,0.03308727183946303,aug,CV,Second-row,D,aug-cc-pCVnZ
400,BeH2,aug-cc-pCVDZ,-15.768638971987,-15.773218276632424,0.004579304645423221,aug,CV,First-row,D,aug-cc-pCVnZ
