,molecule,omega,index,basis,alpha,gamma,cluster,alphaMRA,gammaMRA,alphaE,gammaE,augmentation,polarization,mol_system,valence,Type
1996,CH2BH,7,0,d-aug-cc-pCVQZ,31.834334058526668,14.55237085346669,2.0,31.83029,14.552541127540119,0.012705063405537807,-0.001170064196604629,d-aug,CV,First-row,Q,d-aug-cc-pCVnZ
1997,CH2BH,8,0,d-aug-cc-pCVQZ,32.06377030166333,14.756596656819859,2.0,32.05972,14.756833704329233,0.012633615213525745,-0.0016063575298333429,d-aug,CV,First-row,Q,d-aug-cc-pCVnZ
1998,CH2BH,0,0,aug-cc-pV6Z,,,2.0,31.117416666666667,13.925997652839214,,,aug,V,First-row,6,aug-cc-pVnZ
1999,CH2BH,1,0,aug-cc-pV6Z,,,2.0,31.131566666666668,13.938333330090744,,,aug,V,First-row,6,aug-cc-pVnZ
2000,CH2BH,2,0,aug-cc-pV6Z,,,2.0,31.17373333333333,13.975027799812006,,,aug,V,First-row,6,aug-cc-pVnZ
2001,CH2BH,3,0,aug-cc-pV6Z,,,2.0,31.244559999999996,14.0370223930483,,,aug,V,First-row,6,aug-cc-pVnZ
2002,CH2BH,4,0,aug-cc-pV6Z,,,2.0,31.344463333333334,14.124282176084172,,,aug,V,First-row,6,aug-cc-pVnZ
2003,CH2BH,5,0,aug-cc-pV6Z,,,2.0,31.47468333333333,14.238930375611032,,,aug,V,First-row,6,aug-cc-pVnZ
2004,CH2BH,6,0,aug-cc-pV6Z,,,2.0,31.63606,14.381138185359005,,,aug,V,First-row,6,aug-cc-pVnZ
2005,CH2BH,7,0,aug-cc-pV6Z,,,2.0,31.83029,14.552541127540119,,,aug,V,First-row,6,aug-cc-pVnZ
2006,CH2BH,8,0,aug-cc-pV6Z,,,2.0,32.05972,14.756833704329233,,,aug,V,First-row,6,aug-cc-pVnZ
2007,CH2BH,0,0,d-aug-cc-pV6Z,,,2.0,31.117416666666667,13.925997652839214,,,d-aug,V,First-row,6,d-aug-cc-pVnZ
2008,CH2BH,1,0,d-aug-cc-pV6Z,,,2.0,31.131566666666668,13.938333330090744,,,d-aug,V,First-row,6,d-aug-cc-pVnZ
2009,CH2BH,2,0,d-aug-cc-pV6Z,,,2.0,31.17373333333333,13.975027799812006,,,d-aug,V,First-row,6,d-aug-cc-pVnZ
2010,CH2BH,3,0,d-aug-cc-pV6Z,,,2.0,31.244559999999996,14.0370223930483,,,d-aug,V,First-row,6,d-aug-cc-pVnZ
2011,CH2BH,4,0,d-aug-cc-pV6Z,,,2.0,31.344463333333334,14.124282176084172,,,d-aug,V,First-row,6,d-aug-cc-pVnZ
2012,CH2BH,5,0,d-aug-cc-pV6Z,,,2.0,31.47468333333333,14.238930375611032,,,d-aug,V,First-row,6,d-aug-cc-pVnZ
2013,CH2BH,6,0,d-aug-cc-pV6Z,,,2.0,31.63606,14.381138185359005,,,d-aug,V,First-row,6,d-aug-cc-pVnZ
2014,CH2BH,7,0,d-aug-cc-pV6Z,,,2.0,31.83029,14.552541127540119,,,d-aug,V,First-row,6,d-aug-cc-pVnZ
2015,CH2BH,8,0,d-aug-cc-pV6Z,,,2.0,32.05972,14.756833704329233,,,d-aug,V,First-row,6,d-aug-cc-pVnZ
2016,Ne,0,0,aug-cc-pVDZ,1.8319170749443334,1.0378335007301327e-10,3.0,2.3766646666666666,1.1660026789192375e-05,-22.920675321283575,-99.99910992185568,aug,V,First-row,D,aug-cc-pVnZ
2017,Ne,1,0,aug-cc-pVDZ,1.8345778064466665,1.0930228780689606e-10,3.0,2.3811483333333334,1.852048537488886e-05,-22.95407300903137,-99.9994098303279,aug,V,First-row,D,aug-cc-pVnZ
2018,Ne,2,0,aug-cc-pVDZ,1.8426577214283333,1.2757733255392227e-10,3.0,2.394759,1.2875249717504434e-05,-23.05456534756386,-99.99900912731518,aug,V,First-row,D,aug-cc-pVnZ
2019,Ne,3,0,aug-cc-pVDZ,1.8564607770663333,1.636978291075763e-10,3.0,2.4180113333333333,1.3413002484503876e-05,-23.22365278134897,-99.9987795586462,aug,V,First-row,D,aug-cc-pVnZ
2020,Ne,4,0,aug-cc-pVDZ,1.8765318923273335,2.1936490542797928e-10,3.0,2.451841,1.108327583571452e-05,-23.464372594824315,-99.99802075750274,aug,V,First-row,D,aug-cc-pVnZ
2021,Ne,5,0,aug-cc-pVDZ,1.9037234611616667,3.0037135823263275e-10,3.0,2.497723666666667,3.294692922412952e-05,-23.781662216370087,-99.99908831759042,aug,V,First-row,D,aug-cc-pVnZ
2022,Ne,6,0,aug-cc-pVDZ,1.9393100385263333,4.0721362785583e-10,3.0,2.557867333333333,5.672920019552479e-06,-24.182540147651636,-99.99282179853668,aug,V,First-row,D,aug-cc-pVnZ
2023,Ne,7,0,aug-cc-pVDZ,1.9851830617433333,5.490145432897123e-10,3.0,2.6356690000000005,8.767868206381951e-06,-24.680107337327527,-99.99373833490232,aug,V,First-row,D,aug-cc-pVnZ
2024,Ne,8,0,aug-cc-pVDZ,2.0441885251303336,7.341611669050423e-10,3.0,2.7364476666666664,0.00010322081085717827,-25.297729971923438,-99.9992887469486,aug,V,First-row,D,aug-cc-pVnZ
2025,Ne,0,0,aug-cc-pVTZ,2.1939415521856667,9.475648719248879e-09,3.0,2.3766646666666666,1.1660026789192375e-05,-7.688216055202851,-99.91873390266967,aug,V,First-row,T,aug-cc-pVnZ
2026,Ne,1,0,aug-cc-pVTZ,2.197365597205667,9.49516315288616e-09,3.0,2.3811483333333334,1.852048537488886e-05,-7.718239706234161,-99.94873156420748,aug,V,First-row,T,aug-cc-pVnZ
2027,Ne,2,0,aug-cc-pVTZ,2.207755109749,9.555667472070867e-09,3.0,2.394759,1.2875249717504434e-05,-7.80888140522701,-99.9257826630028,aug,V,First-row,T,aug-cc-pVnZ
2028,Ne,3,0,aug-cc-pVTZ,2.225475336388333,9.658199356294437e-09,3.0,2.4180113333333333,1.3413002484503876e-05,-7.962576282865516,-99.92799375555582,aug,V,First-row,T,aug-cc-pVnZ
2029,Ne,4,0,aug-cc-pVTZ,2.251181739670667,9.807239497614151e-09,3.0,2.451841,1.108327583571452e-05,-8.184024181394028,-99.91151316954495,aug,V,First-row,T,aug-cc-pVnZ
2030,Ne,5,0,aug-cc-pVTZ,2.2859017574816667,1.0009786019145874e-08,3.0,2.497723666666667,3.294692922412952e-05,-8.480598234779382,-99.96961845533146,aug,V,First-row,T,aug-cc-pVnZ
2031,Ne,6,0,aug-cc-pVTZ,2.3311775274376667,1.0278353927374839e-08,3.0,2.557867333333333,5.672920019552479e-06,-8.862453612879564,-99.81881722478107,aug,V,First-row,T,aug-cc-pVnZ
2032,Ne,7,0,aug-cc-pVTZ,2.3893124429843335,1.0627385605868585e-08,3.0,2.6356690000000005,8.767868206381951e-06,-9.347021838313799,-99.87879168167544,aug,V,First-row,T,aug-cc-pVnZ
2033,Ne,8,0,aug-cc-pVTZ,2.4638087441366667,1.1086947759892894e-08,3.0,2.7364476666666664,0.00010322081085717827,-9.963242705171401,-99.98925899954881,aug,V,First-row,T,aug-cc-pVnZ
2034,Ne,0,0,aug-cc-pVQZ,2.3289876862216667,4.053901261532626e-10,3.0,2.3766646666666666,1.1660026789192375e-05,-2.0060457461114236,-99.99652324875849,aug,V,First-row,Q,aug-cc-pVnZ
2035,Ne,1,0,aug-cc-pVQZ,2.332972198736,4.059470849711896e-10,3.0,2.3811483333333334,1.852048537488886e-05,-2.023231141165089,-99.99780811854141,aug,V,First-row,Q,aug-cc-pVnZ
2036,Ne,2,0,aug-cc-pVQZ,2.3450609116286665,4.0706647818224233e-10,3.0,2.394759,1.2875249717504434e-05,-2.075285587039598,-99.99683837993739,aug,V,First-row,Q,aug-cc-pVnZ
2037,Ne,3,0,aug-cc-pVQZ,2.3656742432393334,4.0832805508880724e-10,3.0,2.4180113333333333,1.3413002484503876e-05,-2.1644683534982008,-99.99695572966932,aug,V,First-row,Q,aug-cc-pVnZ
2038,Ne,4,0,aug-cc-pVQZ,2.395566000109667,4.107713853709992e-10,3.0,2.451841,1.108327583571452e-05,-2.29521408159554,-99.99629377278468,aug,V,First-row,Q,aug-cc-pVnZ
2039,Ne,5,0,aug-cc-pVQZ,2.4359165741396667,4.128693152346326e-10,3.0,2.497723666666667,3.294692922412952e-05,-2.474536849365918,-99.99874686556545,aug,V,First-row,Q,aug-cc-pVnZ
2040,Ne,6,0,aug-cc-pVQZ,2.488496376094,4.1449233302648354e-10,3.0,2.557867333333333,5.672920019552479e-06,-2.712062362864253,-99.99269349238843,aug,V,First-row,Q,aug-cc-pVnZ
2041,Ne,7,0,aug-cc-pVQZ,2.5559502156479996,4.148941967369214e-10,3.0,2.6356690000000005,8.767868206381951e-06,-3.0246128915277617,-99.9952680151324,aug,V,First-row,Q,aug-cc-pVnZ
2042,Ne,8,0,aug-cc-pVQZ,2.642307546180667,4.1313053449112935e-10,3.0,2.7364476666666664,0.00010322081085717827,-3.440230983867989,-99.9995997604252,aug,V,First-row,Q,aug-cc-pVnZ
2043,Ne,0,0,aug-cc-pV5Z,2.363141010633,4.3920222344516564e-11,3.0,2.3766646666666666,1.1660026789192375e-05,-0.5690182642650193,-99.9996233265743,aug,V,First-row,5,aug-cc-pVnZ
2044,Ne,1,0,aug-cc-pV5Z,2.367415499760667,4.194037177238101e-11,3.0,2.3811483333333334,1.852048537488886e-05,-0.5767315450458368,-99.99977354604415,aug,V,First-row,5,aug-cc-pVnZ
2045,Ne,2,0,aug-cc-pV5Z,2.380388244986667,3.736305319589437e-11,3.0,2.394759,1.2875249717504434e-05,-0.6000919095964637,-99.99970980715702,aug,V,First-row,5,aug-cc-pVnZ
2046,Ne,3,0,aug-cc-pV5Z,2.402523704235,2.7495572736620974e-11,3.0,2.4180113333333333,1.3413002484503876e-05,-0.6405110217983497,-99.99979500806946,aug,V,First-row,5,aug-cc-pVnZ
2047,Ne,4,0,aug-cc-pV5Z,2.4346553346743334,1.3228757649875176e-11,3.0,2.451841,1.108327583571452e-05,-0.7009290294789331,-99.99988064216893,aug,V,First-row,5,aug-cc-pVnZ
2048,Ne,5,0,aug-cc-pV5Z,2.4780900804776667,1.0440064917948926e-11,3.0,2.497723666666667,3.294692922412952e-05,-0.7860591806459604,-99.99996831247961,aug,V,First-row,5,aug-cc-pVnZ
2049,Ne,6,0,aug-cc-pV5Z,2.5347925039076666,4.1327837560534935e-11,3.0,2.557867333333333,5.672920019552479e-06,-0.9021120495563697,-99.99927148915518,aug,V,First-row,5,aug-cc-pVnZ
2050,Ne,7,0,aug-cc-pV5Z,2.6077075723533336,8.861153603914636e-11,3.0,2.6356690000000005,8.767868206381951e-06,-1.0608854012649869,-99.99898936053836,aug,V,First-row,5,aug-cc-pVnZ
2051,Ne,8,0,aug-cc-pV5Z,2.7013461553550004,1.5898114411000418e-10,3.0,2.7364476666666664,0.00010322081085717827,-1.2827400918075642,-99.99984597956285,aug,V,First-row,5,aug-cc-pVnZ
2052,Ne,0,0,d-aug-cc-pVDZ,2.35345604072,4.872000003430798e-08,3.0,2.3766646666666666,1.1660026789192375e-05,-0.9765208475631328,-99.58216219469182,d-aug,V,First-row,D,d-aug-cc-pVnZ
2053,Ne,1,0,d-aug-cc-pVDZ,2.357760746527,4.8870000046719035e-08,3.0,2.3811483333333334,1.852048537488886e-05,-0.9821978109861564,-99.7361300254421,d-aug,V,First-row,D,d-aug-cc-pVnZ
2054,Ne,2,0,d-aug-cc-pVDZ,2.3708253807983333,4.932799990697844e-08,3.0,2.394759,1.2875249717504434e-05,-0.9994166094236127,-99.61687733450393,d-aug,V,First-row,D,d-aug-cc-pVnZ
2055,Ne,3,0,d-aug-cc-pVDZ,2.393118386328,5.010900006041652e-08,3.0,2.4180113333333333,1.3413002484503876e-05,-1.0294801625688483,-99.62641474108196,d-aug,V,First-row,D,d-aug-cc-pVnZ
2056,Ne,4,0,d-aug-cc-pVDZ,2.4254809817876666,5.124699997693937e-08,3.0,2.451841,1.108327583571452e-05,-1.0751112414032296,-99.53761865411846,d-aug,V,First-row,D,d-aug-cc-pVnZ
2057,Ne,5,0,d-aug-cc-pVDZ,2.4692343467616666,5.279499992738579e-08,3.0,2.497723666666667,3.294692922412952e-05,-1.140611360864456,-99.83975744881037,d-aug,V,First-row,D,d-aug-cc-pVnZ
2058,Ne,6,0,d-aug-cc-pVDZ,2.526370626697,5.483100018466302e-08,3.0,2.557867333333333,5.672920019552479e-06,-1.2313659205806904,-99.03346072224392,d-aug,V,First-row,D,d-aug-cc-pVnZ
2059,Ne,7,0,d-aug-cc-pVDZ,2.5998937228933334,5.74759999594221e-08,3.0,2.6356690000000005,8.767868206381951e-06,-1.357350908124922,-99.34447007406445,d-aug,V,First-row,D,d-aug-cc-pVnZ
2060,Ne,8,0,d-aug-cc-pVDZ,2.6944542401576665,6.092799997858832e-08,3.0,2.7364476666666664,0.00010322081085717827,-1.5345963681502837,-99.94097314342658,d-aug,V,First-row,D,d-aug-cc-pVnZ
2061,Ne,0,0,d-aug-cc-pVTZ,2.3746747154816665,5.898482168932961e-09,3.0,2.3766646666666666,1.1660026789192375e-05,-0.08372873181941455,-99.94941279059152,d-aug,V,First-row,T,d-aug-cc-pVnZ
2062,Ne,1,0,d-aug-cc-pVTZ,2.3791133806149998,5.927931233379232e-09,3.0,2.3811483333333334,1.852048537488886e-05,-0.08546098073129907,-99.96799257085661,d-aug,V,First-row,T,d-aug-cc-pVnZ
2063,Ne,2,0,d-aug-cc-pVTZ,2.3925907364663335,6.015302937593655e-09,3.0,2.394759,1.2875249717504434e-05,-0.09054203507186379,-99.95328010664201,d-aug,V,First-row,T,d-aug-cc-pVnZ
2064,Ne,3,0,d-aug-cc-pVTZ,2.4156093681596666,6.165362285942244e-09,3.0,2.4180113333333333,1.3413002484503876e-05,-0.09933639022094365,-99.95403443566745,d-aug,V,First-row,T,d-aug-cc-pVnZ
2065,Ne,4,0,d-aug-cc-pVTZ,2.4490731792469997,6.384060801311969e-09,3.0,2.451841,1.108327583571452e-05,-0.11288744877829329,-99.94239915259764,d-aug,V,First-row,T,d-aug-cc-pVnZ
2066,Ne,5,0,d-aug-cc-pVTZ,2.4944048579353333,6.682052790557749e-09,3.0,2.497723666666667,3.294692922412952e-05,-0.13287333485384,-99.9797187387477,d-aug,V,First-row,T,d-aug-cc-pVnZ
2067,Ne,6,0,d-aug-cc-pVTZ,2.553755259863667,7.0759582775879804e-09,3.0,2.557867333333333,5.672920019552479e-06,-0.160761796207284,-99.87526779413072,d-aug,V,First-row,T,d-aug-cc-pVnZ
2068,Ne,7,0,d-aug-cc-pVTZ,2.6303770495436667,7.586149946448103e-09,3.0,2.6356690000000005,8.767868206381951e-06,-0.20078205785073136,-99.91347782872779,d-aug,V,First-row,T,d-aug-cc-pVnZ
2069,Ne,8,0,d-aug-cc-pVTZ,2.7293209289769997,8.243648569347515e-09,3.0,2.7364476666666664,0.00010322081085717827,-0.26043756569800963,-99.99201357894704,d-aug,V,First-row,T,d-aug-cc-pVnZ
2070,Ne,0,0,d-aug-cc-pVQZ,2.3795061568863334,9.930216978729582e-09,3.0,2.3766646666666666,1.1660026789192375e-05,0.11955789386358803,-99.91483538452988,d-aug,V,First-row,Q,d-aug-cc-pVnZ
2071,Ne,1,0,d-aug-cc-pVQZ,2.383978775693,9.986756354280242e-09,3.0,2.3811483333333334,1.852048537488886e-05,0.11886879620406803,-99.94607724283608,d-aug,V,First-row,Q,d-aug-cc-pVnZ
2072,Ne,2,0,d-aug-cc-pVQZ,2.397561458397,1.0159301628932275e-08,3.0,2.394759,1.2875249717504434e-05,0.1170246524598043,-99.92109433329965,d-aug,V,First-row,Q,d-aug-cc-pVnZ
2073,Ne,3,0,d-aug-cc-pVQZ,2.4207678612876666,1.045323376595787e-08,3.0,2.4180113333333333,1.3413002484503876e-05,0.11399979463840436,-99.92206641445095,d-aug,V,First-row,Q,d-aug-cc-pVnZ
2074,Ne,4,0,d-aug-cc-pVQZ,2.4545227754193335,1.0877667099127569e-08,3.0,2.451841,1.108327583571452e-05,0.10937803141939323,-99.90185512604427,d-aug,V,First-row,Q,d-aug-cc-pVnZ
2075,Ne,5,0,d-aug-cc-pVQZ,2.500283990397333,1.1449729652617033e-08,3.0,2.497723666666667,3.294692922412952e-05,0.1025062846156655,-99.9652479611234,d-aug,V,First-row,Q,d-aug-cc-pVnZ
2076,Ne,6,0,d-aug-cc-pVQZ,2.560259657926,1.2189964949258449e-08,3.0,2.557867333333333,5.672920019552479e-06,0.09352809512406408,-99.7851200985164,d-aug,V,First-row,Q,d-aug-cc-pVnZ
2077,Ne,7,0,d-aug-cc-pVQZ,2.6377963385350003,1.3124256670312034e-08,3.0,2.6356690000000005,8.767868206381951e-06,0.08071341792159033,-99.85031416575401,d-aug,V,First-row,Q,d-aug-cc-pVnZ
2078,Ne,8,0,d-aug-cc-pVQZ,2.7381020253159996,1.4290278880994598e-08,3.0,2.7364476666666664,0.00010322081085717827,0.0604564329691121,-99.98615562233785,d-aug,V,First-row,Q,d-aug-cc-pVnZ
2079,Ne,0,0,d-aug-cc-pV5Z,2.377061758514666,5.478823319593211e-10,3.0,2.3766646666666666,1.1660026789192375e-05,0.016707945953365836,-99.99530119148211,d-aug,V,First-row,5,d-aug-cc-pVnZ
2080,Ne,1,0,d-aug-cc-pV5Z,2.3815437642406665,5.612388720384024e-10,3.0,2.3811483333333334,1.852048537488886e-05,0.01660673137399694,-99.99696963194712,d-aug,V,First-row,5,d-aug-cc-pVnZ
2081,Ne,2,0,d-aug-cc-pV5Z,2.3951555361313335,6.030230324335875e-10,3.0,2.394759,1.2875249717504434e-05,0.016558498426496843,-99.99531641680228,d-aug,V,First-row,5,d-aug-cc-pVnZ
2082,Ne,3,0,d-aug-cc-pV5Z,2.4184137355110003,6.76318662027415e-10,3.0,2.4180113333333333,1.3413002484503876e-05,0.01664186482998125,-99.9949577384869,d-aug,V,First-row,5,d-aug-cc-pVnZ
2083,Ne,4,0,d-aug-cc-pV5Z,2.4522489706486668,7.921865300967371e-10,3.0,2.451841,1.108327583571452e-05,0.016639359920436202,-99.99285241528011,d-aug,V,First-row,5,d-aug-cc-pVnZ
2084,Ne,5,0,d-aug-cc-pV5Z,2.4981291769073333,9.617333936041287e-10,3.0,2.497723666666667,3.294692922412952e-05,0.016235192310426663,-99.9970809619705,d-aug,V,First-row,5,d-aug-cc-pVnZ
2085,Ne,6,0,d-aug-cc-pV5Z,2.5582798626196666,1.209302049674829e-09,3.0,2.557867333333333,5.672920019552479e-06,0.01612786093155715,-99.97868289971467,d-aug,V,First-row,5,d-aug-cc-pVnZ
2086,Ne,7,0,d-aug-cc-pV5Z,2.636077628740333,1.5756773192959294e-09,3.0,2.6356690000000005,8.767868206381951e-06,0.01550379582308812,-99.98202895752756,d-aug,V,First-row,5,d-aug-cc-pVnZ
2087,Ne,8,0,d-aug-cc-pV5Z,2.7367838836603333,2.12808820727767e-09,3.0,2.7364476666666664,0.00010322081085717827,0.012286622461758274,-99.9979383147743,d-aug,V,First-row,5,d-aug-cc-pVnZ
2088,Ne,0,0,aug-cc-pCVDZ,1.8337188034283336,1.1073877753904094e-08,3.0,2.3766646666666666,1.1660026789192375e-05,-22.84486620486636,-99.90502699561404,aug,CV,First-row,D,aug-cc-pCVnZ
2089,Ne,1,0,aug-cc-pCVDZ,1.8363802930663333,1.097861424340882e-08,3.0,2.3811483333333334,1.852048537488886e-05,-22.878374800967883,-99.9407217790399,aug,CV,First-row,D,aug-cc-pCVnZ
2090,Ne,2,0,aug-cc-pCVDZ,1.8444624570913335,1.069408189437624e-08,3.0,2.394759,1.2875249717504434e-05,-22.979203456743104,-99.91694078073036,aug,CV,First-row,D,aug-cc-pCVnZ
2091,Ne,3,0,aug-cc-pCVDZ,1.858269171234,1.0227360445471953e-08,3.0,2.4180113333333333,1.3413002484503876e-05,-23.148864291206795,-99.92375040221391,aug,CV,First-row,D,aug-cc-pCVnZ
2092,Ne,4,0,aug-cc-pCVDZ,1.8783451992533333,9.608128785119964e-09,3.0,2.451841,1.108327583571452e-05,-23.390415640600946,-99.91330966649626,aug,CV,First-row,D,aug-cc-pCVnZ
2093,Ne,5,0,aug-cc-pCVDZ,1.9055426705863334,8.921912784613932e-09,3.0,2.497723666666667,3.294692922412952e-05,-23.708827520965425,-99.97292035101687,aug,CV,First-row,D,aug-cc-pCVnZ
2094,Ne,6,0,aug-cc-pCVDZ,1.94113570071,8.409350703299946e-09,3.0,2.557867333333333,5.672920019552479e-06,-24.111165758531634,-99.85176327756577,aug,CV,First-row,D,aug-cc-pCVnZ
2095,Ne,7,0,aug-cc-pCVDZ,1.9870149911023332,8.626487995788909e-09,3.0,2.6356690000000005,8.767868206381951e-06,-24.610602048196007,-99.90161248101893,aug,CV,First-row,D,aug-cc-pCVnZ
2096,Ne,8,0,aug-cc-pCVDZ,2.0460252713443334,1.0450256862369857e-08,3.0,2.7364476666666664,0.00010322081085717827,-25.23060841734837,-99.98987582370688,aug,CV,First-row,D,aug-cc-pCVnZ
2097,Ne,0,0,aug-cc-pCVTZ,2.1962850434966668,2.96501231771267e-10,3.0,2.3766646666666666,1.1660026789192375e-05,-7.589611849743487,-99.99745711363163,aug,CV,First-row,T,aug-cc-pCVnZ
2098,Ne,1,0,aug-cc-pCVTZ,2.1997029048970003,2.963629075434273e-10,3.0,2.3811483333333334,1.852048537488886e-05,-7.6200808616710765,-99.9983998102558,aug,CV,First-row,T,aug-cc-pCVnZ
2099,Ne,2,0,aug-cc-pCVTZ,2.210073413075667,2.9781343118593774e-10,3.0,2.394759,1.2875249717504434e-05,-7.71207403017728,-99.99768693083459,aug,CV,First-row,T,aug-cc-pCVnZ
2100,Ne,3,0,aug-cc-pCVTZ,2.2277604216256663,3.0088002312849736e-10,3.0,2.4180113333333333,1.3413002484503876e-05,-7.868073614253819,-99.99775680334454,aug,CV,First-row,T,aug-cc-pCVnZ
2101,Ne,4,0,aug-cc-pCVTZ,2.2534169634283336,3.0377783244262104e-10,3.0,2.451841,1.108327583571452e-05,-8.092859062707015,-99.99725913315751,aug,CV,First-row,T,aug-cc-pCVnZ
2102,Ne,5,0,aug-cc-pCVTZ,2.288066851896,3.092374845430493e-10,3.0,2.497723666666667,3.294692922412952e-05,-8.39391553071457,-99.99906140726367,aug,CV,First-row,T,aug-cc-pCVnZ
2103,Ne,6,0,aug-cc-pCVTZ,2.333247208125,3.1559025723184754e-10,3.0,2.557867333333333,5.672920019552479e-06,-8.781539303510904,-99.994436899231,aug,CV,First-row,T,aug-cc-pCVnZ
2104,Ne,7,0,aug-cc-pCVTZ,2.391254863331,3.247630169630994e-10,3.0,2.6356690000000005,8.767868206381951e-06,-9.273324407161917,-99.99629598655775,aug,CV,First-row,T,aug-cc-pCVnZ
2105,Ne,8,0,aug-cc-pCVTZ,2.4655841132203338,3.3639882511572865e-10,3.0,2.7364476666666664,0.00010322081085717827,-9.8983640997702,-99.9996740978662,aug,CV,First-row,T,aug-cc-pCVnZ
2106,Ne,0,0,aug-cc-pCVQZ,2.329380677242,1.808563453949144e-10,3.0,2.3766646666666666,1.1660026789192375e-05,-1.9895103456468615,-99.99844891998394,aug,CV,First-row,Q,aug-cc-pCVnZ
2107,Ne,1,0,aug-cc-pCVQZ,2.3333657923953335,1.8161225664646477e-10,3.0,2.3811483333333334,1.852048537488886e-05,-2.006701567856963,-99.99901939796409,aug,CV,First-row,Q,aug-cc-pCVnZ
2108,Ne,2,0,aug-cc-pCVQZ,2.345456340103,1.8255695627847543e-10,3.0,2.394759,1.2875249717504434e-05,-2.058773341993917,-99.99858210939372,aug,CV,First-row,Q,aug-cc-pCVnZ
2109,Ne,3,0,aug-cc-pCVQZ,2.366072827516,1.8255662057835559e-10,3.0,2.4180113333333333,1.3413002484503876e-05,-2.1479843829240326,-99.99863895782626,aug,CV,First-row,Q,aug-cc-pCVnZ
2110,Ne,4,0,aug-cc-pCVQZ,2.3959692399369996,1.8425790270605282e-10,3.0,2.451841,1.108327583571452e-05,-2.278767671435477,-99.99833751405778,aug,CV,First-row,Q,aug-cc-pCVnZ
2111,Ne,5,0,aug-cc-pCVQZ,2.4363262992320003,1.8425790270605282e-10,3.0,2.497723666666667,3.294692922412952e-05,-2.4581329093383806,-99.9994407433195,aug,CV,First-row,Q,aug-cc-pCVnZ
2112,Ne,6,0,aug-cc-pCVQZ,2.4889150236239996,1.8539420725209257e-10,3.0,2.557867333333333,5.672920019552479e-06,-2.6956953087741535,-99.99673194392635,aug,CV,First-row,Q,aug-cc-pCVnZ
2113,Ne,7,0,aug-cc-pCVQZ,2.5563813729746667,1.8579287449186103e-10,3.0,2.6356690000000005,8.767868206381951e-06,-3.0082543379056226,-99.99788098007271,aug,CV,First-row,Q,aug-cc-pCVnZ
2114,Ne,8,0,aug-cc-pCVQZ,2.642757077935667,1.8423610329406652e-10,3.0,2.7364476666666664,0.00010322081085717827,-3.4238034175572722,-99.99982151263708,aug,CV,First-row,Q,aug-cc-pCVnZ
2115,Ne,0,0,d-aug-cc-pCVDZ,2.3546982334206663,9.99644811372491e-13,3.0,2.3766646666666666,1.1660026789192375e-05,-0.9242546310417795,-99.99999142673659,d-aug,CV,First-row,D,d-aug-cc-pCVnZ
2116,Ne,1,0,d-aug-cc-pCVDZ,2.359003079512,0.0,3.0,2.3811483333333334,1.852048537488886e-05,-0.9300241195109656,-100.0,d-aug,CV,First-row,D,d-aug-cc-pCVnZ
2117,Ne,2,0,d-aug-cc-pCVDZ,2.372068137671,0.0,3.0,2.394759,1.2875249717504434e-05,-0.9475217476581186,-100.0,d-aug,CV,First-row,D,d-aug-cc-pCVnZ
2118,Ne,3,0,d-aug-cc-pCVDZ,2.394361861743,0.0,3.0,2.4180113333333333,1.3413002484503876e-05,-0.9780546213458579,-100.0,d-aug,CV,First-row,D,d-aug-cc-pCVnZ
2119,Ne,4,0,d-aug-cc-pCVDZ,2.426725495754,0.0,3.0,2.451841,1.108327583571452e-05,-1.024352894253749,-100.0,d-aug,CV,First-row,D,d-aug-cc-pCVnZ
2120,Ne,5,0,d-aug-cc-pCVDZ,2.470480270889,0.0,3.0,2.497723666666667,3.294692922412952e-05,-1.0907289761971395,-100.0,d-aug,CV,First-row,D,d-aug-cc-pCVnZ
2121,Ne,6,0,d-aug-cc-pCVDZ,2.527618430013,0.0,3.0,2.557867333333333,5.672920019552479e-06,-1.1825829637893537,-100.0,d-aug,CV,First-row,D,d-aug-cc-pCVnZ
2122,Ne,7,0,d-aug-cc-pCVDZ,2.6011440457,0.0,3.0,2.6356690000000005,8.767868206381951e-06,-1.3099123713941534,-100.0,d-aug,CV,First-row,D,d-aug-cc-pCVnZ
2123,Ne,8,0,d-aug-cc-pCVDZ,2.695707995492,0.0,3.0,2.7364476666666664,0.00010322081085717827,-1.4887794738750606,-100.0,d-aug,CV,First-row,D,d-aug-cc-pCVnZ
2124,Ne,0,0,d-aug-cc-pCVTZ,2.3775542605363333,7.961387267835559e-09,3.0,2.3766646666666666,1.1660026789192375e-05,0.0374303485949649,-99.9317206777328,d-aug,CV,First-row,T,d-aug-cc-pCVnZ
2125,Ne,1,0,d-aug-cc-pCVTZ,2.3819953676166663,8.025916400100173e-09,3.0,2.3811483333333334,1.852048537488886e-05,0.03557251228222019,-99.95666465409712,d-aug,CV,First-row,T,d-aug-cc-pCVnZ
2126,Ne,2,0,d-aug-cc-pCVTZ,2.3954800810256667,8.22584497460466e-09,3.0,2.394759,1.2875249717504434e-05,0.030110797189470517,-99.9361111811026,d-aug,CV,First-row,T,d-aug-cc-pCVnZ
2127,Ne,3,0,d-aug-cc-pCVTZ,2.418511094752333,8.573427816335116e-09,3.0,2.4180113333333333,1.3413002484503876e-05,0.020668282737572412,-99.93608121801036,d-aug,CV,First-row,T,d-aug-cc-pCVnZ
