,molecule,omega,basis,alpha,gamma,alphaMRA,gammaMRA,alphaE,gammaE,augmentation,polarization,mol_system,valence,Type
4220,SCl2,8,aug-cc-pCVDZ,48.689832966943335,27.03680472002045,50.706026666666666,26.82225572717768,-3.976240759264115,0.7998916833283959,aug,CV,Second-row,D,aug-cc-pCVnZ
4221,SCl2,0,aug-cc-pCVTZ,49.14586441029667,25.720776752542367,49.47905,25.6978939866054,-0.673387200650242,0.08904529666475247,aug,CV,Second-row,T,aug-cc-pCVnZ
4222,SCl2,1,aug-cc-pCVTZ,49.16377605970666,25.737753461526605,49.49742,25.71440962115318,-0.6740632952047503,0.09078116401405395,aug,CV,Second-row,T,aug-cc-pCVnZ
4223,SCl2,2,aug-cc-pCVTZ,49.21762522103,25.788808033607463,49.55315333333333,25.765400590863585,-0.6771074890962123,0.09084835557409505,aug,CV,Second-row,T,aug-cc-pCVnZ
4224,SCl2,3,aug-cc-pCVTZ,49.30775713423,25.87431565931425,49.64609666666667,25.850391813403693,-0.6815027870334825,0.09254732416918718,aug,CV,Second-row,T,aug-cc-pCVnZ
4225,SCl2,4,aug-cc-pCVTZ,49.43475605088,25.99490776000994,49.77754333333333,25.970732882960338,-0.688638409006785,0.09308507834010515,aug,CV,Second-row,T,aug-cc-pCVnZ
4226,SCl2,5,aug-cc-pCVTZ,49.59945919034334,26.151480797592825,49.94789333333333,26.126387401865408,-0.6975952732674362,0.09604617485548514,aug,CV,Second-row,T,aug-cc-pCVnZ
4227,SCl2,6,aug-cc-pCVTZ,49.80297780021999,26.34520763718871,50.15821,26.31926432965872,-0.7082234389544703,0.09857155277990558,aug,CV,Second-row,T,aug-cc-pCVnZ
4228,SCl2,7,aug-cc-pCVTZ,50.0467273173,26.577549644775694,50.410590000000006,26.55144607080864,-0.7217981037317942,0.09831319129450919,aug,CV,Second-row,T,aug-cc-pCVnZ
4229,SCl2,8,aug-cc-pCVTZ,50.33247019391667,26.8502652748266,50.706026666666666,26.82225572717768,-0.7367102045003386,0.10442651779111972,aug,CV,Second-row,T,aug-cc-pCVnZ
4230,SCl2,0,aug-cc-pCVQZ,49.45890723977333,25.67985181922651,49.47905,25.6978939866054,-0.04070967455250061,-0.07020873923868944,aug,CV,Second-row,Q,aug-cc-pCVnZ
4231,SCl2,1,aug-cc-pCVQZ,49.477298111433335,25.6967664031305,49.49742,25.71440962115318,-0.04065239878495367,-0.06861218391794914,aug,CV,Second-row,Q,aug-cc-pCVnZ
4232,SCl2,2,aug-cc-pCVQZ,49.53258845213,25.74763436046197,49.55315333333333,25.765400590863585,-0.041500650957552475,-0.06895382953182519,aug,CV,Second-row,Q,aug-cc-pCVnZ
4233,SCl2,3,aug-cc-pCVQZ,49.625134070743336,25.832830206250115,49.64609666666667,25.850391813403693,-0.04222405653375578,-0.06793555502115028,aug,CV,Second-row,Q,aug-cc-pCVnZ
4234,SCl2,4,aug-cc-pCVQZ,49.755536931613335,25.95298439482428,49.77754333333333,25.970732882960338,-0.04420949738846431,-0.06834034378637797,aug,CV,Second-row,Q,aug-cc-pCVnZ
4235,SCl2,5,aug-cc-pCVQZ,49.92465923537666,26.108992427879063,49.94789333333333,26.126387401865408,-0.04651667248830442,-0.06658009666159691,aug,CV,Second-row,Q,aug-cc-pCVnZ
4236,SCl2,6,aug-cc-pCVQZ,50.13364459727,26.30202678341702,50.15821,26.31926432965872,-0.04897583611934665,-0.06549402759055853,aug,CV,Second-row,Q,aug-cc-pCVnZ
4237,SCl2,7,aug-cc-pCVQZ,50.38394822552333,26.53355008081485,50.410590000000006,26.55144607080864,-0.05284955894519922,-0.06740118766436871,aug,CV,Second-row,Q,aug-cc-pCVnZ
4238,SCl2,8,aug-cc-pCVQZ,50.67737946170334,26.80532572520771,50.706026666666666,26.82225572717768,-0.05649664713752798,-0.06311923255886656,aug,CV,Second-row,Q,aug-cc-pCVnZ
4239,SCl2,0,d-aug-cc-pVDZ,49.08845407916001,25.758881687251765,49.47905,25.6978939866054,-0.7894167750593272,0.237325676096857,d-aug,V,Second-row,D,d-aug-cc-pVnZ
4240,SCl2,1,d-aug-cc-pVDZ,49.10649309052667,25.775980533367925,49.49742,25.71440962115318,-0.7897924972116305,0.23944128261881178,d-aug,V,Second-row,D,d-aug-cc-pVnZ
4241,SCl2,2,d-aug-cc-pVDZ,49.160728998753335,25.82740167228358,49.55315333333333,25.765400590863585,-0.7919260595591945,0.24063697826604757,d-aug,V,Second-row,D,d-aug-cc-pVnZ
4242,SCl2,3,d-aug-cc-pVDZ,49.25152126632667,25.913520531011496,49.64609666666667,25.850391813403693,-0.7947762801761774,0.2442079720241237,d-aug,V,Second-row,D,d-aug-cc-pVnZ
4243,SCl2,4,d-aug-cc-pVDZ,49.37947868638667,26.034968084697624,49.77754333333333,25.970732882960338,-0.7996872089107206,0.24733688504967777,d-aug,V,Second-row,D,d-aug-cc-pVnZ
4244,SCl2,5,d-aug-cc-pVDZ,49.54547474894,26.19263811344953,49.94789333333333,26.126387401865408,-0.8056767914269011,0.2535777739382035,d-aug,V,Second-row,D,d-aug-cc-pVnZ
4245,SCl2,6,d-aug-cc-pVDZ,49.75067104873333,26.387695662594584,50.15821,26.31926432965872,-0.8125069679852333,0.26000473295430154,d-aug,V,Second-row,D,d-aug-cc-pVnZ
4246,SCl2,7,d-aug-cc-pVDZ,49.996551305476665,26.62158372011857,50.410590000000006,26.55144607080864,-0.8213327686173512,0.2641575495469479,d-aug,V,Second-row,D,d-aug-cc-pVnZ
4247,SCl2,8,d-aug-cc-pVDZ,50.28497076037,26.89602134477377,50.706026666666666,26.82225572717768,-0.830386314953486,0.27501645777446065,d-aug,V,Second-row,D,d-aug-cc-pVnZ
4248,SCl2,0,d-aug-cc-pVTZ,49.34870707812001,25.729370470989856,49.47905,25.6978939866054,-0.2634305264147016,0.12248663023071973,d-aug,V,Second-row,T,d-aug-cc-pVnZ
4249,SCl2,1,d-aug-cc-pVTZ,49.3670258571,25.74617199644829,49.49742,25.71440962115318,-0.2634362415253054,0.12351975317753718,d-aug,V,Second-row,T,d-aug-cc-pVnZ
4250,SCl2,2,d-aug-cc-pVTZ,49.42210082071,25.796699281766383,49.55315333333333,25.765400590863585,-0.26446856316441747,0.12147566187616819,d-aug,V,Second-row,T,d-aug-cc-pVnZ
4251,SCl2,3,d-aug-cc-pVTZ,49.51429053045333,25.88132227835624,49.64609666666667,25.850391813403693,-0.26549143852801455,0.11965182259446254,d-aug,V,Second-row,T,d-aug-cc-pVnZ
4252,SCl2,4,d-aug-cc-pVTZ,49.64420170939,26.000663578097896,49.77754333333333,25.970732882960338,-0.267875059744123,0.11524778785583002,d-aug,V,Second-row,T,d-aug-cc-pVnZ
4253,SCl2,5,d-aug-cc-pVTZ,49.81270359877001,26.15560709570836,49.94789333333333,26.126387401865408,-0.27066153453384123,0.11183977866325394,d-aug,V,Second-row,T,d-aug-cc-pVnZ
4254,SCl2,6,d-aug-cc-pVTZ,50.02094956594334,26.347309306852843,50.15821,26.31926432965872,-0.27365496906021325,0.10655684308972439,d-aug,V,Second-row,T,d-aug-cc-pVnZ
4255,SCl2,7,d-aug-cc-pVTZ,50.27040792440332,26.57721132683931,50.410590000000006,26.55144607080864,-0.27808060884961633,0.09703899351454631,d-aug,V,Second-row,T,d-aug-cc-pVnZ
4256,SCl2,8,d-aug-cc-pVTZ,50.56290543122,26.8470478354119,50.706026666666666,26.82225572717768,-0.2822568535837366,0.0924311082796026,d-aug,V,Second-row,T,d-aug-cc-pVnZ
4257,SCl2,0,d-aug-cc-pVQZ,49.40970332318,25.73474758926848,49.47905,25.6978939866054,-0.14015361414579292,0.1434109841152297,d-aug,V,Second-row,Q,d-aug-cc-pVnZ
4258,SCl2,1,d-aug-cc-pVQZ,49.42811836295001,25.751597349416265,49.49742,25.71440962115318,-0.14001060469412152,0.14461824638778972,d-aug,V,Second-row,Q,d-aug-cc-pVnZ
4259,SCl2,2,d-aug-cc-pVQZ,49.48348255358,25.80226997271104,49.55315333333333,25.765400590863585,-0.14059807513090128,0.1430964821114795,d-aug,V,Second-row,Q,d-aug-cc-pVnZ
4260,SCl2,3,d-aug-cc-pVQZ,49.57615578555001,25.88713735385647,49.64609666666667,25.850391813403693,-0.14087891256841645,0.14214693811226686,d-aug,V,Second-row,Q,d-aug-cc-pVnZ
4261,SCl2,4,d-aug-cc-pVQZ,49.706746977360005,26.006825469757267,49.77754333333333,25.970732882960338,-0.14222549212450403,0.13897407885862934,d-aug,V,Second-row,Q,d-aug-cc-pVnZ
4262,SCl2,5,d-aug-cc-pVQZ,49.876128392303336,26.16222331110024,49.94789333333333,26.126387401865408,-0.14367961537649832,0.13716366018623397,d-aug,V,Second-row,Q,d-aug-cc-pVnZ
4263,SCl2,6,d-aug-cc-pVQZ,50.085457165010006,26.354494540085515,50.15821,26.31926432965872,-0.14504671317016957,0.1338571245211288,d-aug,V,Second-row,Q,d-aug-cc-pVnZ
4264,SCl2,7,d-aug-cc-pVQZ,50.33620595922333,26.5850902627443,50.410590000000006,26.55144607080864,-0.1475563780877753,0.1267132187299082,d-aug,V,Second-row,Q,d-aug-cc-pVnZ
4265,SCl2,8,d-aug-cc-pVQZ,50.63020614269333,26.85575912346444,50.706026666666666,26.82225572717768,-0.14952961010289034,0.12490894363076963,d-aug,V,Second-row,Q,d-aug-cc-pVnZ
4266,SCl2,0,d-aug-cc-pV5Z,49.470454794223336,25.710522671331272,49.47905,25.6978939866054,-0.017371404213833385,0.04914287813800756,d-aug,V,Second-row,5,d-aug-cc-pVnZ
4267,SCl2,1,d-aug-cc-pV5Z,49.48894718055001,25.72740327732925,49.49742,25.71440962115318,-0.017117699164909354,0.05053064164218307,d-aug,V,Second-row,5,d-aug-cc-pVnZ
4268,SCl2,2,d-aug-cc-pV5Z,49.54454373779,25.77816879542305,49.55315333333333,25.765400590863585,-0.01737446552676807,0.04955562213921693,d-aug,V,Second-row,5,d-aug-cc-pVnZ
4269,SCl2,3,d-aug-cc-pV5Z,49.637605335180005,25.863192210855825,49.64609666666667,25.850391813403693,-0.017103724273993225,0.04951722799611447,d-aug,V,Second-row,5,d-aug-cc-pVnZ
4270,SCl2,4,d-aug-cc-pV5Z,49.76874251455666,25.983101384018003,49.77754333333333,25.970732882960338,-0.017680299563457656,0.04762476713077347,d-aug,V,Second-row,5,d-aug-cc-pVnZ
4271,SCl2,5,d-aug-cc-pV5Z,49.93882979137,26.138788092404774,49.94789333333333,26.126387401865408,-0.018145994472377764,0.047464237395791864,d-aug,V,Second-row,5,d-aug-cc-pVnZ
4272,SCl2,6,d-aug-cc-pV5Z,50.14902714971333,26.331419869593823,50.15821,26.31926432965872,-0.018307771123936292,0.04618495328308503,d-aug,V,Second-row,5,d-aug-cc-pVnZ
4273,SCl2,7,d-aug-cc-pV5Z,50.40081064035667,26.56245306560097,50.410590000000006,26.55144607080864,-0.019399415169191813,0.041455349599319805,d-aug,V,Second-row,5,d-aug-cc-pVnZ
4274,SCl2,8,d-aug-cc-pV5Z,50.696015444286665,26.83364339989385,50.706026666666666,26.82225572717768,-0.019743653837862807,0.04245605899817412,d-aug,V,Second-row,5,d-aug-cc-pVnZ
4275,SCl2,0,d-aug-cc-pCVDZ,49.11429921993332,25.7044012982826,49.47905,25.6978939866054,-0.7371822621224108,0.02532235396640815,d-aug,CV,Second-row,D,d-aug-cc-pCVnZ
4276,SCl2,1,d-aug-cc-pCVDZ,49.13235393316,25.72146777439624,49.49742,25.71440962115318,-0.7375456475105182,0.027448241460896125,d-aug,CV,Second-row,D,d-aug-cc-pCVnZ
4277,SCl2,2,d-aug-cc-pCVDZ,49.18663685803667,25.772791445153164,49.55315333333333,25.765400590863585,-0.7396430915933425,0.028685190682420203,d-aug,CV,Second-row,D,d-aug-cc-pCVnZ
4278,SCl2,3,d-aug-cc-pCVDZ,49.27750718511667,25.85874665129174,49.64609666666667,25.850391813403693,-0.7424339601656568,0.032319966166678135,d-aug,CV,Second-row,D,d-aug-cc-pCVnZ
4279,SCl2,4,d-aug-cc-pCVDZ,49.40557323734333,25.979962517421896,49.77754333333333,25.970732882960338,-0.7472648730354389,0.03553859840287368,d-aug,CV,Second-row,D,d-aug-cc-pCVnZ
4280,SCl2,5,d-aug-cc-pCVDZ,49.57170781085,26.137330143645617,49.94789333333333,26.126387401865408,-0.7531559338705495,0.041883868641661166,d-aug,CV,Second-row,D,d-aug-cc-pCVnZ
4281,SCl2,6,d-aug-cc-pCVDZ,49.77707154783667,26.332010964161327,50.15821,26.31926432965872,-0.7598725157124372,0.0484308160857089,d-aug,CV,Second-row,D,d-aug-cc-pCVnZ
4282,SCl2,7,d-aug-cc-pCVDZ,50.023146914436666,26.56544327119265,50.410590000000006,26.55144607080864,-0.7685747886770231,0.052717280809035705,d-aug,CV,Second-row,D,d-aug-cc-pCVnZ
4283,SCl2,8,d-aug-cc-pCVDZ,50.31178755381666,26.839340111495968,50.706026666666666,26.82225572717768,-0.7774995178416841,0.06369480811778701,d-aug,CV,Second-row,D,d-aug-cc-pCVnZ
4284,SCl2,0,d-aug-cc-pCVTZ,49.467961030400005,25.67222097459081,49.47905,25.6978939866054,-0.022411444035396463,-0.09990317505384383,d-aug,CV,Second-row,T,d-aug-cc-pCVnZ
4285,SCl2,1,d-aug-cc-pCVTZ,49.48641325433667,25.68905749794334,49.49742,25.71440962115318,-0.022237008844764563,-0.09859111518929618,d-aug,CV,Second-row,T,d-aug-cc-pCVnZ
4286,SCl2,2,d-aug-cc-pCVTZ,49.54188909881,25.739690125444564,49.55315333333333,25.765400590863585,-0.022731620019319394,-0.09978678704548344,d-aug,CV,Second-row,T,d-aug-cc-pCVnZ
4287,SCl2,3,d-aug-cc-pCVTZ,49.63474876555333,25.82448986726511,49.64609666666667,25.850391813403693,-0.022857589770916415,-0.10019943343818662,d-aug,CV,Second-row,T,d-aug-cc-pCVnZ
4288,SCl2,4,d-aug-cc-pCVTZ,49.76560171900667,25.944081124817945,49.77754333333333,25.970732882960338,-0.023989963198248927,-0.10262227971194111,d-aug,CV,Second-row,T,d-aug-cc-pCVnZ
4289,SCl2,5,d-aug-cc-pCVTZ,49.93532105474333,26.09935044346451,49.94789333333333,26.126387401865408,-0.025170788497718838,-0.10348525414182791,d-aug,CV,Second-row,T,d-aug-cc-pCVnZ
4290,SCl2,6,d-aug-cc-pCVTZ,50.14506512598666,26.29145785275789,50.15821,26.31926432965872,-0.02620682439292607,-0.10565066163150133,d-aug,CV,Second-row,T,d-aug-cc-pCVnZ
4291,SCl2,7,d-aug-cc-pCVTZ,50.39630839492335,26.52184907597054,50.410590000000006,26.55144607080864,-0.02833056521785224,-0.11147036872933684,d-aug,CV,Second-row,T,d-aug-cc-pCVnZ
4292,SCl2,8,d-aug-cc-pCVTZ,50.69088499361333,26.79226458689128,50.706026666666666,26.82225572717768,-0.029861683213465978,-0.11181438500718574,d-aug,CV,Second-row,T,d-aug-cc-pCVnZ
4293,SCl2,0,d-aug-cc-pCVQZ,49.48841458993,25.702417695896163,49.47905,25.6978939866054,0.018926373748084174,0.017603424207134892,d-aug,CV,Second-row,Q,d-aug-cc-pCVnZ
4294,SCl2,1,d-aug-cc-pCVQZ,49.50693009424,25.719305153326268,49.49742,25.71440962115318,0.019213313017121883,0.01903808893617408,d-aug,CV,Second-row,Q,d-aug-cc-pCVnZ
4295,SCl2,2,d-aug-cc-pCVQZ,49.56259610177335,25.770091295761627,49.55315333333333,25.765400590863585,0.019055837630564083,0.0182054413689402,d-aug,CV,Second-row,Q,d-aug-cc-pCVnZ
4296,SCl2,3,d-aug-cc-pCVQZ,49.655773771723325,25.85514932018767,49.64609666666667,25.850391813403693,0.019492177041887125,0.018404002609783268,d-aug,CV,Second-row,Q,d-aug-cc-pCVnZ
4297,SCl2,4,d-aug-cc-pCVQZ,49.78707413253,25.97510744518492,49.77754333333333,25.970732882960338,0.019146784992686888,0.01684420013981912,d-aug,CV,Second-row,Q,d-aug-cc-pCVnZ
4298,SCl2,5,d-aug-cc-pCVQZ,49.95737238845667,26.13085795998965,49.94789333333333,26.126387401865408,0.018977887736077847,0.01711127549124547,d-aug,CV,Second-row,Q,d-aug-cc-pCVnZ
4299,SCl2,6,d-aug-cc-pCVQZ,50.16782942441,26.323569071026792,50.15821,26.31926432965872,0.019178165269463844,0.01635585749721343,d-aug,CV,Second-row,Q,d-aug-cc-pCVnZ
4300,SCl2,7,d-aug-cc-pCVQZ,50.41992242104666,26.554697964316155,50.410590000000006,26.55144607080864,0.018512818530095662,0.01224751939627532,d-aug,CV,Second-row,Q,d-aug-cc-pCVnZ
4301,SCl2,8,d-aug-cc-pCVQZ,50.715487951113325,26.82600133956556,50.706026666666666,26.82225572717768,0.01865909255492477,0.013964568923582126,d-aug,CV,Second-row,Q,d-aug-cc-pCVnZ
4302,SCl2,0,aug-cc-pV6Z,,,49.47905,25.6978939866054,,,aug,V,Second-row,6,aug-cc-pVnZ
4303,SCl2,1,aug-cc-pV6Z,,,49.49742,25.71440962115318,,,aug,V,Second-row,6,aug-cc-pVnZ
4304,SCl2,2,aug-cc-pV6Z,,,49.55315333333333,25.765400590863585,,,aug,V,Second-row,6,aug-cc-pVnZ
4305,SCl2,3,aug-cc-pV6Z,,,49.64609666666667,25.850391813403693,,,aug,V,Second-row,6,aug-cc-pVnZ
4306,SCl2,4,aug-cc-pV6Z,,,49.77754333333333,25.970732882960338,,,aug,V,Second-row,6,aug-cc-pVnZ
4307,SCl2,5,aug-cc-pV6Z,,,49.94789333333333,26.126387401865408,,,aug,V,Second-row,6,aug-cc-pVnZ
4308,SCl2,6,aug-cc-pV6Z,,,50.15821,26.31926432965872,,,aug,V,Second-row,6,aug-cc-pVnZ
4309,SCl2,7,aug-cc-pV6Z,,,50.410590000000006,26.55144607080864,,,aug,V,Second-row,6,aug-cc-pVnZ
4310,SCl2,8,aug-cc-pV6Z,,,50.706026666666666,26.82225572717768,,,aug,V,Second-row,6,aug-cc-pVnZ
4311,SCl2,0,d-aug-cc-pV6Z,,,49.47905,25.6978939866054,,,d-aug,V,Second-row,6,d-aug-cc-pVnZ
4312,SCl2,1,d-aug-cc-pV6Z,,,49.49742,25.71440962115318,,,d-aug,V,Second-row,6,d-aug-cc-pVnZ
4313,SCl2,2,d-aug-cc-pV6Z,,,49.55315333333333,25.765400590863585,,,d-aug,V,Second-row,6,d-aug-cc-pVnZ
4314,SCl2,3,d-aug-cc-pV6Z,,,49.64609666666667,25.850391813403693,,,d-aug,V,Second-row,6,d-aug-cc-pVnZ
4315,SCl2,4,d-aug-cc-pV6Z,,,49.77754333333333,25.970732882960338,,,d-aug,V,Second-row,6,d-aug-cc-pVnZ
4316,SCl2,5,d-aug-cc-pV6Z,,,49.94789333333333,26.126387401865408,,,d-aug,V,Second-row,6,d-aug-cc-pVnZ
4317,SCl2,6,d-aug-cc-pV6Z,,,50.15821,26.31926432965872,,,d-aug,V,Second-row,6,d-aug-cc-pVnZ
4318,SCl2,7,d-aug-cc-pV6Z,,,50.410590000000006,26.55144607080864,,,d-aug,V,Second-row,6,d-aug-cc-pVnZ
4319,SCl2,8,d-aug-cc-pV6Z,,,50.706026666666666,26.82225572717768,,,d-aug,V,Second-row,6,d-aug-cc-pVnZ
4320,HCCF,0,aug-cc-pVDZ,22.55143306672,13.481997579780002,23.16804,12.79168500026339,-2.661454889062691,5.396572691575794,aug,V,Fluorine,D,aug-cc-pVnZ
4321,HCCF,1,aug-cc-pVDZ,22.573474460916668,13.493824010885003,23.192120000000003,12.80185500207578,-2.66748162342785,5.405224545169612,aug,V,Fluorine,D,aug-cc-pVnZ
4322,HCCF,2,aug-cc-pVDZ,22.64003772742,13.529299624965,23.26409333333333,12.831580001816045,-2.6824841053193724,5.437519175738357,aug,V,Fluorine,D,aug-cc-pVnZ
4323,HCCF,3,aug-cc-pVDZ,22.752470161753333,13.588395758695002,23.385810000000003,12.881205002797486,-2.7082227994098544,5.490097826592552,aug,V,Fluorine,D,aug-cc-pVnZ
4324,HCCF,4,aug-cc-pVDZ,22.91312200329,13.671001339575003,23.55959,12.949845000189194,-2.7439696391575623,5.568841475517838,aug,V,Fluorine,D,aug-cc-pVnZ
4325,HCCF,5,aug-cc-pVDZ,23.125520920756667,13.776810468934997,23.78964,13.037670000433188,-2.791631480103656,5.669268116751307,aug,V,Fluorine,D,aug-cc-pVnZ
4326,HCCF,6,aug-cc-pVDZ,23.394656114446665,13.905123794585004,24.080996666666667,13.141925003802164,-2.850133496218813,5.807359200132659,aug,V,Fluorine,D,aug-cc-pVnZ
4327,HCCF,7,aug-cc-pVDZ,23.72742610076,14.054504477100002,24.441856666666663,13.262540003450892,-2.922979934175748,5.971438905692586,aug,V,Fluorine,D,aug-cc-pVnZ
4328,HCCF,8,aug-cc-pVDZ,24.133347731033336,14.22217637833,24.88203,13.394430001020988,-3.008927603441779,6.179780530010737,aug,V,Fluorine,D,aug-cc-pVnZ
4329,HCCF,0,aug-cc-pVTZ,23.078994818810003,12.903117258840004,23.16804,12.79168500026339,-0.3843449044027833,0.8711304145960344,aug,V,Fluorine,T,aug-cc-pVnZ
4330,HCCF,1,aug-cc-pVTZ,23.10231956333333,12.91365029977,23.192120000000003,12.80185500207578,-0.3872023629865279,0.8732742065590728,aug,V,Fluorine,T,aug-cc-pVnZ
4331,HCCF,2,aug-cc-pVTZ,23.17275824568,12.94522251816,23.26409333333333,12.831580001816045,-0.3926011056810184,0.8856471013536211,aug,V,Fluorine,T,aug-cc-pVnZ
4332,HCCF,3,aug-cc-pVTZ,23.291735520896665,12.99773444771,23.385810000000003,12.881205002797486,-0.4022716301181675,0.9046470798904795,aug,V,Fluorine,T,aug-cc-pVnZ
4333,HCCF,4,aug-cc-pVTZ,23.461734936520003,13.070953091535,23.55959,12.949845000189194,-0.415351300595627,0.9352088101752244,aug,V,Fluorine,T,aug-cc-pVnZ
4334,HCCF,5,aug-cc-pVTZ,23.686480584473333,13.164393009760005,23.78964,13.037670000433188,-0.4336316797003456,0.9719758923381733,aug,V,Fluorine,T,aug-cc-pVnZ
4335,HCCF,6,aug-cc-pVTZ,23.97123262975333,13.27710714208,24.080996666666667,13.141925003802164,-0.45581185211189307,1.0286327021248824,aug,V,Fluorine,T,aug-cc-pVnZ
4336,HCCF,7,aug-cc-pVTZ,24.323252715103333,13.407326056285,24.441856666666663,13.262540003450892,-0.4852493539293171,1.0916917332308413,aug,V,Fluorine,T,aug-cc-pVnZ
4337,HCCF,8,aug-cc-pVTZ,24.75254040144333,13.551829130874998,24.88203,13.394430001020988,-0.5204141243968857,1.1751088313725357,aug,V,Fluorine,T,aug-cc-pVnZ
4338,HCCF,0,aug-cc-pVQZ,23.15331665575667,12.817434447319998,23.16804,12.79168500026339,-0.06355023663345086,0.20129832040171233,aug,V,Fluorine,Q,aug-cc-pVnZ
4339,HCCF,1,aug-cc-pVQZ,23.1770290825,12.827524023675,23.192120000000003,12.80185500207578,-0.06506915926618091,0.20051017290118228,aug,V,Fluorine,Q,aug-cc-pVnZ
4340,HCCF,2,aug-cc-pVQZ,23.248642745223336,12.85775185111,23.26409333333333,12.831580001816045,-0.06641388464452994,0.20396435427477902,aug,V,Fluorine,Q,aug-cc-pVnZ
4341,HCCF,3,aug-cc-pVQZ,23.36961880690667,12.90797566181,23.385810000000003,12.881205002797486,-0.06923511776301217,0.20782728794937294,aug,V,Fluorine,Q,aug-cc-pVnZ
4342,HCCF,4,aug-cc-pVQZ,23.542504093146665,12.977888341490004,23.55959,12.949845000189194,-0.07252208910823715,0.2165534900255593,aug,V,Fluorine,Q,aug-cc-pVnZ
4343,HCCF,5,aug-cc-pVQZ,23.77111667075,13.066894541055,23.78964,13.037670000433188,-0.07786300780506977,0.22415462748206116,aug,V,Fluorine,Q,aug-cc-pVnZ
4344,HCCF,6,aug-cc-pVQZ,24.060847492336663,13.173894563450004,24.080996666666667,13.141925003802164,-0.08367250994181426,0.24326390265193282,aug,V,Fluorine,Q,aug-cc-pVnZ
4345,HCCF,7,aug-cc-pVQZ,24.419134888336668,13.296913376735,24.441856666666663,13.262540003450892,-0.09296257088759717,0.2591763966417003,aug,V,Fluorine,Q,aug-cc-pVnZ
4346,HCCF,8,aug-cc-pVQZ,24.856214384536667,13.432456851065002,24.88203,13.394430001020988,-0.10375204701277721,0.28390047236885474,aug,V,Fluorine,Q,aug-cc-pVnZ
4347,HCCF,0,aug-cc-pV5Z,23.15980731709333,12.801366897804996,23.16804,12.79168500026339,-0.03553465423347424,0.0756889928215604,aug,V,Fluorine,5,aug-cc-pVnZ
4348,HCCF,1,aug-cc-pV5Z,23.18357463701,12.81139177308,23.192120000000003,12.80185500207578,-0.03684597609016469,0.07449522747035306,aug,V,Fluorine,5,aug-cc-pVnZ
4349,HCCF,2,aug-cc-pV5Z,23.255355692206667,12.84142248626,23.26409333333333,12.831580001816045,-0.037558485523031954,0.07670516368649041,aug,V,Fluorine,5,aug-cc-pVnZ
4350,HCCF,3,aug-cc-pV5Z,23.37662001418333,12.891307508304996,23.385810000000003,12.881205002797486,-0.03929727393095198,0.07842826432244067,aug,V,Fluorine,5,aug-cc-pVnZ
4351,HCCF,4,aug-cc-pV5Z,23.54992917325667,12.960723502264996,23.55959,12.949845000189194,-0.04100592049068679,0.08400488249583211,aug,V,Fluorine,5,aug-cc-pVnZ
4352,HCCF,5,aug-cc-pV5Z,23.7791236711,13.04905065591,23.78964,13.037670000433188,-0.04420549827571855,0.08729056247345814,aug,V,Fluorine,5,aug-cc-pVnZ
4353,HCCF,6,aug-cc-pV5Z,24.069626690446665,13.15515456041,24.080996666666667,13.141925003802164,-0.04721555497634911,0.1006668094971527,aug,V,Fluorine,5,aug-cc-pVnZ
4354,HCCF,7,aug-cc-pV5Z,24.42892182998333,13.277012209780002,24.441856666666663,13.262540003450892,-0.05292084337018568,0.10912092499132287,aug,V,Fluorine,5,aug-cc-pVnZ
4355,HCCF,8,aug-cc-pV5Z,24.86730790500667,13.411063746965004,24.88203,13.394430001020988,-0.05916757994959143,0.12418405219743243,aug,V,Fluorine,5,aug-cc-pVnZ
4356,HCCF,0,aug-cc-pCVDZ,22.52851223113,13.495968686729997,23.16804,12.79168500026339,-2.7603878829197455,5.505792915101527,aug,CV,Fluorine,D,aug-cc-pCVnZ
4357,HCCF,1,aug-cc-pCVDZ,22.55047522257,13.507859804310002,23.192120000000003,12.80185500207578,-2.7666499545104215,5.514863292231835,aug,CV,Fluorine,D,aug-cc-pCVnZ
4358,HCCF,2,aug-cc-pCVDZ,22.616800145703333,13.54353269881,23.26409333333333,12.831580001816045,-2.7823701459387693,5.548441399213456,aug,CV,Fluorine,D,aug-cc-pCVnZ
4359,HCCF,3,aug-cc-pCVDZ,22.72882455737667,13.60296876806,23.385810000000003,12.881205002797486,-2.809333705453581,5.603231724871736,aug,CV,Fluorine,D,aug-cc-pCVnZ
4360,HCCF,4,aug-cc-pCVDZ,22.888881286136662,13.686075124895,23.55959,12.949845000189194,-2.8468607215292696,5.685242755376991,aug,CV,Fluorine,D,aug-cc-pCVnZ
4361,HCCF,5,aug-cc-pCVDZ,23.1004708864,13.792574651054998,23.78964,13.037670000433188,-2.8969295609349217,5.790180688702261,aug,CV,Fluorine,D,aug-cc-pCVnZ
4362,HCCF,6,aug-cc-pCVDZ,23.36854227826,13.921811652960002,24.080996666666667,13.141925003802164,-2.958575171404171,5.934341041606953,aug,CV,Fluorine,D,aug-cc-pCVnZ
4363,HCCF,7,aug-cc-pCVDZ,23.69993474673,14.072415132104998,24.441856666666663,13.262540003450892,-3.03545647147371,6.106485849945619,aug,CV,Fluorine,D,aug-cc-pCVnZ
